#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.0030e-04  1.000e-05 -3.000e-05 -1.000e-05 -3.000e-05  3.000e-05  0.000e+00  0.000e+00  0.000e+00 -1.000e-06
 4.5660e-04  2.100e-05 -7.000e-05 -2.000e-05 -7.000e-05  7.000e-05  0.000e+00  0.000e+00  0.000e+00 -2.000e-06
 7.8060e-04  3.300e-05 -1.100e-04 -3.000e-05 -1.200e-04  1.200e-04  1.000e-07 -1.000e-04  0.000e+00 -3.000e-06
 1.1850e-03  4.700e-05 -1.500e-04 -4.000e-05 -1.700e-04  1.600e-04  1.000e-07 -1.000e-04  1.000e-06 -5.000e-06
 1.6860e-03  6.100e-05 -2.000e-04 -5.000e-05 -2.300e-04  2.100e-04  1.000e-07 -2.000e-04  1.000e-06 -6.000e-06
 2.2980e-03  7.700e-05 -2.500e-04 -6.000e-05 -2.900e-04  2.600e-04  2.000e-07 -2.000e-04  2.000e-06 -8.000e-06
 3.0380e-03  9.400e-05 -3.000e-04 -7.000e-05 -3.600e-04  3.200e-04  2.000e-07 -3.000e-04  2.000e-06 -9.000e-06
 3.9260e-03  1.120e-04 -3.600e-04 -8.000e-05 -4.300e-04  3.700e-04  2.000e-07 -3.000e-04  3.000e-06 -1.000e-05
 4.9850e-03  1.300e-04 -4.200e-04 -9.000e-05 -5.100e-04  4.200e-04  3.000e-07 -4.000e-04  3.000e-06 -1.200e-05
 6.2420e-03  1.480e-04 -4.700e-04 -9.000e-05 -5.900e-04  4.800e-04  3.000e-07 -5.000e-04  4.000e-06 -1.400e-05
 7.7280e-03  1.670e-04 -5.300e-04 -1.000e-04 -6.800e-04  5.300e-04  3.000e-07 -5.000e-04  5.000e-06 -1.600e-05
 9.4800e-03  1.850e-04 -6.000e-04 -1.100e-04 -7.700e-04  5.900e-04  3.000e-07 -6.000e-04  5.000e-06 -1.800e-05
 1.1540e-02  2.030e-04 -6.600e-04 -1.100e-04 -8.700e-04  6.400e-04  3.000e-07 -7.000e-04  7.000e-06 -2.000e-05
 1.3940e-02  2.210e-04 -7.200e-04 -1.100e-04 -9.700e-04  6.900e-04  3.000e-07 -8.000e-04  8.000e-06 -2.200e-05
 1.6750e-02  2.380e-04 -7.900e-04 -1.100e-04 -1.080e-03  7.400e-04  3.000e-07 -9.000e-04  8.000e-06 -2.400e-05
 2.0010e-02  2.550e-04 -8.600e-04 -1.100e-04 -1.190e-03  7.900e-04  3.000e-07 -1.000e-03  9.000e-06 -2.600e-05
 2.3800e-02  2.700e-04 -9.300e-04 -1.000e-04 -1.310e-03  8.400e-04  2.000e-07 -1.200e-03  1.000e-05 -2.800e-05
 2.8190e-02  2.850e-04 -1.000e-03 -1.000e-04 -1.430e-03  8.800e-04  1.000e-07 -1.300e-03  1.100e-05 -3.000e-05
 3.3260e-02  2.980e-04 -1.070e-03 -9.000e-05 -1.550e-03  9.300e-04  1.000e-07 -1.400e-03  1.200e-05 -3.300e-05
 3.8970e-02  3.090e-04 -1.150e-03 -8.000e-05 -1.680e-03  9.700e-04 -1.000e-07 -1.600e-03  1.400e-05 -3.500e-05
 4.5370e-02  3.190e-04 -1.220e-03 -6.000e-05 -1.800e-03  1.010e-03 -2.000e-07 -1.700e-03  1.400e-05 -3.700e-05
 5.2550e-02  3.270e-04 -1.300e-03 -5.000e-05 -1.930e-03  1.050e-03 -4.000e-07 -1.900e-03  1.500e-05 -4.000e-05
 6.0560e-02  3.330e-04 -1.380e-03 -3.000e-05 -2.060e-03  1.080e-03 -6.000e-07 -2.100e-03  1.600e-05 -4.200e-05
 6.9490e-02  3.380e-04 -1.450e-03 -2.000e-05 -2.180e-03  1.120e-03 -8.000e-07 -2.200e-03  1.700e-05 -4.400e-05
 7.9410e-02  3.420e-04 -1.540e-03  0.000e+00 -2.310e-03  1.150e-03 -1.100e-06 -2.400e-03  1.800e-05 -4.700e-05
 9.0410e-02  3.440e-04 -1.620e-03  2.000e-05 -2.440e-03  1.180e-03 -1.300e-06 -2.600e-03  1.900e-05 -4.900e-05
 1.0260e-01  3.450e-04 -1.700e-03  4.000e-05 -2.580e-03  1.210e-03 -1.600e-06 -2.700e-03  2.000e-05 -5.100e-05
 1.1610e-01  3.450e-04 -1.790e-03  7.000e-05 -2.710e-03  1.240e-03 -2.000e-06 -2.900e-03  2.100e-05 -5.400e-05
 1.3090e-01  3.440e-04 -1.880e-03  9.000e-05 -2.840e-03  1.270e-03 -2.400e-06 -3.100e-03  2.100e-05 -5.600e-05
 1.4720e-01  3.410e-04 -1.970e-03  1.200e-04 -2.970e-03  1.300e-03 -2.800e-06 -3.300e-03  2.200e-05 -5.800e-05
