#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.0030e-04 -5.000e-05  7.000e-06  2.000e-05  1.000e-05 -1.100e-05 -2.000e-07 -2.000e-05 -8.000e-08  3.000e-07
 4.5660e-04 -1.100e-04  1.500e-05  4.000e-05  2.000e-05 -2.400e-05 -6.000e-07 -4.000e-05 -2.100e-07  7.000e-07
 7.8060e-04 -1.700e-04  2.500e-05  6.000e-05  3.000e-05 -3.900e-05 -1.000e-06 -5.000e-05 -3.300e-07  1.100e-06
 1.1850e-03 -2.400e-04  3.600e-05  8.000e-05  3.000e-05 -5.600e-05 -1.500e-06 -8.000e-05 -5.100e-07  1.500e-06
 1.6860e-03 -3.100e-04  4.800e-05  1.100e-04  3.000e-05 -7.500e-05 -2.000e-06 -1.000e-04 -7.200e-07  1.800e-06
 2.2980e-03 -3.900e-04  6.300e-05  1.300e-04  3.000e-05 -9.600e-05 -2.500e-06 -1.200e-04 -9.600e-07  2.200e-06
 3.0380e-03 -4.700e-04  7.800e-05  1.600e-04  2.000e-05 -1.200e-04 -3.100e-06 -1.500e-04 -1.230e-06  2.600e-06
 3.9260e-03 -5.600e-04  9.600e-05  1.900e-04  1.000e-05 -1.470e-04 -3.700e-06 -1.800e-04 -1.530e-06  3.000e-06
 4.9850e-03 -6.500e-04  1.150e-04  2.300e-04  0.000e+00 -1.760e-04 -4.200e-06 -2.100e-04 -1.870e-06  3.400e-06
 6.2420e-03 -7.500e-04  1.350e-04  2.600e-04 -3.000e-05 -2.080e-04 -4.800e-06 -2.400e-04 -2.240e-06  3.700e-06
 7.7280e-03 -8.500e-04  1.580e-04  3.000e-04 -5.000e-05 -2.430e-04 -5.300e-06 -2.800e-04 -2.640e-06  4.000e-06
 9.4800e-03 -9.500e-04  1.820e-04  3.400e-04 -9.000e-05 -2.810e-04 -5.900e-06 -3.100e-04 -3.060e-06  4.300e-06
 1.1540e-02 -1.050e-03  2.070e-04  3.700e-04 -1.200e-04 -3.210e-04 -6.400e-06 -3.400e-04 -3.440e-06  4.600e-06
 1.3940e-02 -1.160e-03  2.350e-04  4.100e-04 -1.600e-04 -3.650e-04 -6.800e-06 -3.800e-04 -3.830e-06  4.800e-06
 1.6750e-02 -1.270e-03  2.640e-04  4.500e-04 -2.100e-04 -4.120e-04 -7.100e-06 -4.100e-04 -4.220e-06  5.000e-06
