#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.7740e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -1.000e-06  0.000e+00  0.000e+00 -1.000e-08  0.000e+00
 6.7430e-08  0.000e+00  1.000e-05  1.000e-06  0.000e+00 -1.000e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 1.2390e-07  0.000e+00  1.000e-05  1.000e-06  0.000e+00 -2.000e-06  0.000e+00  0.000e+00 -2.000e-08  1.000e-07
 2.0340e-07 -1.000e-06  1.000e-05  2.000e-06  0.000e+00 -2.000e-06  0.000e+00  0.000e+00 -1.000e-08  1.000e-07
 3.1250e-07 -1.000e-06  1.000e-05  2.000e-06  0.000e+00 -3.000e-06  1.000e-08  0.000e+00 -1.000e-08  2.000e-07
 4.5900e-07 -1.000e-06  1.000e-05  3.000e-06 -1.000e-06 -3.000e-06  0.000e+00  0.000e+00  2.000e-08  2.000e-07
 6.5030e-07 -1.000e-06  1.000e-05  4.000e-06 -1.000e-06 -3.000e-06  0.000e+00  0.000e+00 -1.000e-08  2.000e-07
 8.9950e-07 -1.000e-06  1.000e-05  5.000e-06 -2.000e-06 -3.000e-06  0.000e+00  0.000e+00  2.000e-08  2.000e-07
 1.2230e-06 -1.000e-06  0.000e+00  6.000e-06 -2.000e-06 -2.000e-06  0.000e+00  0.000e+00  4.000e-08  2.000e-07
 1.6410e-06 -1.000e-06  0.000e+00  8.000e-06 -3.000e-06 -1.000e-06  0.000e+00 -1.000e-05  3.000e-08  3.000e-07
 2.1830e-06 -1.000e-06  0.000e+00  9.000e-06 -4.000e-06  0.000e+00  0.000e+00 -1.000e-05  3.000e-08  3.000e-07
 2.8820e-06  0.000e+00 -1.000e-05  1.200e-05 -6.000e-06  2.000e-06  0.000e+00 -2.000e-05  7.000e-08  2.000e-07
 3.7830e-06  0.000e+00 -1.000e-05  1.400e-05 -8.000e-06  4.000e-06 -1.000e-08 -2.000e-05  4.000e-08  2.000e-07
 4.9450e-06  1.000e-06 -2.000e-05  1.700e-05 -1.000e-05  7.000e-06 -2.000e-08 -3.000e-05  7.000e-08  2.000e-07
 6.4430e-06  1.000e-06 -3.000e-05  2.100e-05 -1.300e-05  1.100e-05 -2.000e-08 -4.000e-05  1.200e-07  1.000e-07
 8.3730e-06  2.000e-06 -4.000e-05  2.400e-05 -1.600e-05  1.500e-05 -3.000e-08 -6.000e-05  1.500e-07  0.000e+00
 1.0860e-05  4.000e-06 -6.000e-05  2.900e-05 -2.000e-05  2.100e-05 -4.000e-08 -7.000e-05  1.700e-07 -1.000e-07
 1.4060e-05  5.000e-06 -7.000e-05  3.400e-05 -2.400e-05  2.800e-05 -7.000e-08 -9.000e-05  1.900e-07 -3.000e-07
 1.8180e-05  7.000e-06 -9.000e-05  4.000e-05 -2.900e-05  3.500e-05 -9.000e-08 -1.100e-04  2.400e-07 -5.000e-07
 2.3490e-05  8.000e-06 -1.100e-04  4.700e-05 -3.500e-05  4.500e-05 -1.100e-07 -1.300e-04  2.700e-07 -7.000e-07
 3.0350e-05  1.100e-05 -1.400e-04  5.400e-05 -4.100e-05  5.500e-05 -1.300e-07 -1.600e-04  3.400e-07 -1.100e-06
