# nb. dgammadot0 x1 x2 x3 length width thickness strike dip
1 10000000 -200 -200 5.06909 20 12.5 20 0 90
2 10000000 -200 -180 6.14351 20 12.5 20 0 90
3 10000000 -200 -160 7.14873 20 12.5 20 0 90
4 10000000 -200 -140 8.00823 20 12.5 20 0 90
5 10000000 -200 -120 8.74116 20 12.5 20 0 90
6 10000000 -200 -100 9.26633 20 12.5 20 0 90
7 10000000 -200 -80 9.59276 20 12.5 20 0 90
8 10000000 -200 -60 9.7471 20 12.5 20 0 90
9 10000000 -200 -40 9.8462 20 12.5 20 0 90
10 10000000 -200 -20 9.91503 20 12.5 20 0 90
11 10000000 -200 0 9.98669 20 12.5 20 0 90
12 10000000 -200 20 9.96369 20 12.5 20 0 90
13 10000000 -200 40 9.8827 20 12.5 20 0 90
14 10000000 -200 60 9.77156 20 12.5 20 0 90
15 10000000 -200 80 9.56158 20 12.5 20 0 90
16 10000000 -200 100 9.18993 20 12.5 20 0 90
17 10000000 -200 120 8.78213 20 12.5 20 0 90
18 10000000 -200 140 8.596 20 12.5 20 0 90
19 10000000 -200 160 8.84698 20 12.5 20 0 90
20 10000000 -200 180 9.5192 20 12.5 20 0 90
21 10000000 -180 -200 5.86751 20 12.5 20 0 90
22 10000000 -180 -180 7.07088 20 12.5 20 0 90
23 10000000 -180 -160 8.20257 20 12.5 20 0 90
24 10000000 -180 -140 9.18198 20 12.5 20 0 90
25 10000000 -180 -120 9.95657 20 12.5 20 0 90
26 10000000 -180 -100 10.4561 20 12.5 20 0 90
27 10000000 -180 -80 10.691 20 12.5 20 0 90
28 10000000 -180 -60 10.7268 20 12.5 20 0 90
29 10000000 -180 -40 10.679 20 12.5 20 0 90
30 10000000 -180 -20 10.6172 20 12.5 20 0 90
31 10000000 -180 0 10.5764 20 12.5 20 0 90
32 10000000 -180 20 10.5038 20 12.5 20 0 90
33 10000000 -180 40 10.4346 20 12.5 20 0 90
34 10000000 -180 60 10.3614 20 12.5 20 0 90
35 10000000 -180 80 10.1295 20 12.5 20 0 90
36 10000000 -180 100 9.6006 20 12.5 20 0 90
37 10000000 -180 120 9.00866 20 12.5 20 0 90
38 10000000 -180 140 8.72903 20 12.5 20 0 90
39 10000000 -180 160 9.05076 20 12.5 20 0 90
40 10000000 -180 180 9.99356 20 12.5 20 0 90
41 10000000 -160 -200 6.7662 20 12.5 20 0 90
42 10000000 -160 -180 8.11233 20 12.5 20 0 90
43 10000000 -160 -160 9.39725 20 12.5 20 0 90
44 10000000 -160 -140 10.5262 20 12.5 20 0 90
45 10000000 -160 -120 11.3649 20 12.5 20 0 90
46 10000000 -160 -100 11.8251 20 12.5 20 0 90
47 10000000 -160 -80 11.9237 20 12.5 20 0 90
48 10000000 -160 -60 11.761 20 12.5 20 0 90
49 10000000 -160 -40 11.4757 20 12.5 20 0 90
50 10000000 -160 -20 11.1819 20 12.5 20 0 90
51 10000000 -160 0 10.9352 20 12.5 20 0 90
52 10000000 -160 20 10.7413 20 12.5 20 0 90
53 10000000 -160 40 10.6434 20 12.5 20 0 90
54 10000000 -160 60 10.6497 20 12.5 20 0 90
55 10000000 -160 80 10.4737 20 12.5 20 0 90
56 10000000 -160 100 9.94519 20 12.5 20 0 90
57 10000000 -160 120 9.38293 20 12.5 20 0 90
58 10000000 -160 140 9.12038 20 12.5 20 0 90
59 10000000 -160 160 9.39525 20 12.5 20 0 90
60 10000000 -160 180 10.3155 20 12.5 20 0 90
61 10000000 -140 -200 7.76089 20 12.5 20 0 90
62 10000000 -140 -180 9.24417 20 12.5 20 0 90
63 10000000 -140 -160 10.6884 20 12.5 20 0 90
64 10000000 -140 -140 11.8576 20 12.5 20 0 90
65 10000000 -140 -120 12.8202 20 12.5 20 0 90
66 10000000 -140 -100 13.2701 20 12.5 20 0 90
67 10000000 -140 -80 13.2056 20 12.5 20 0 90
68 10000000 -140 -60 12.7886 20 12.5 20 0 90
69 10000000 -140 -40 12.2377 20 12.5 20 0 90
70 10000000 -140 -20 11.626 20 12.5 20 0 90
71 10000000 -140 0 11.0678 20 12.5 20 0 90
72 10000000 -140 20 10.5847 20 12.5 20 0 90
73 10000000 -140 40 10.2612 20 12.5 20 0 90
74 10000000 -140 60 10.292 20 12.5 20 0 90
75 10000000 -140 80 10.261 20 12.5 20 0 90
76 10000000 -140 100 10.0163 20 12.5 20 0 90
77 10000000 -140 120 9.79151 20 12.5 20 0 90
78 10000000 -140 140 9.69637 20 12.5 20 0 90
79 10000000 -140 160 9.8648 20 12.5 20 0 90
80 10000000 -140 180 10.5431 20 12.5 20 0 90
81 10000000 -120 -200 8.82558 20 12.5 20 0 90
82 10000000 -120 -180 10.4288 20 12.5 20 0 90
83 10000000 -120 -160 12.0132 20 12.5 20 0 90
84 10000000 -120 -140 13.4039 20 12.5 20 0 90
85 10000000 -120 -120 14.401 20 12.5 20 0 90
86 10000000 -120 -100 14.7956 20 12.5 20 0 90
87 10000000 -120 -80 14.5744 20 12.5 20 0 90
88 10000000 -120 -60 13.9001 20 12.5 20 0 90
89 10000000 -120 -40 13.0015 20 12.5 20 0 90
90 10000000 -120 -20 12.036 20 12.5 20 0 90
91 10000000 -120 0 11.0575 20 12.5 20 0 90
92 10000000 -120 20 10.058 20 12.5 20 0 90
93 10000000 -120 40 9.29892 20 12.5 20 0 90
94 10000000 -120 60 9.09249 20 12.5 20 0 90
95 10000000 -120 80 9.2615 20 12.5 20 0 90
96 10000000 -120 100 9.4976 20 12.5 20 0 90
97 10000000 -120 120 9.79012 20 12.5 20 0 90
98 10000000 -120 140 10.0216 20 12.5 20 0 90
99 10000000 -120 160 10.2313 20 12.5 20 0 90
100 10000000 -120 180 10.7569 20 12.5 20 0 90
101 10000000 -100 -200 9.92286 20 12.5 20 0 90
102 10000000 -100 -180 11.6194 20 12.5 20 0 90
103 10000000 -100 -160 13.3079 20 12.5 20 0 90
104 10000000 -100 -140 14.7594 20 12.5 20 0 90
105 10000000 -100 -120 15.829 20 12.5 20 0 90
106 10000000 -100 -100 16.2094 20 12.5 20 0 90
107 10000000 -100 -80 15.842 20 12.5 20 0 90
108 10000000 -100 -60 14.8877 20 12.5 20 0 90
109 10000000 -100 -40 13.7334 20 12.5 20 0 90
110 10000000 -100 -20 12.4735 20 12.5 20 0 90
111 10000000 -100 0 11.0329 20 12.5 20 0 90
112 10000000 -100 20 9.41226 20 12.5 20 0 90
113 10000000 -100 40 8.08804 20 12.5 20 0 90
114 10000000 -100 60 7.71066 20 12.5 20 0 90
115 10000000 -100 80 8.10101 20 12.5 20 0 90
116 10000000 -100 100 8.75538 20 12.5 20 0 90
117 10000000 -100 120 9.53374 20 12.5 20 0 90
118 10000000 -100 140 10.0792 20 12.5 20 0 90
119 10000000 -100 160 10.5026 20 12.5 20 0 90
120 10000000 -100 180 11.0663 20 12.5 20 0 90
121 10000000 -80 -200 10.9942 20 12.5 20 0 90
122 10000000 -80 -180 12.7562 20 12.5 20 0 90
123 10000000 -80 -160 14.5155 20 12.5 20 0 90
124 10000000 -80 -140 16.0385 20 12.5 20 0 90
125 10000000 -80 -120 17.0568 20 12.5 20 0 90
126 10000000 -80 -100 17.3691 20 12.5 20 0 90
127 10000000 -80 -80 16.8887 20 12.5 20 0 90
128 10000000 -80 -60 15.6461 20 12.5 20 0 90
129 10000000 -80 -40 14.2556 20 12.5 20 0 90
130 10000000 -80 -20 12.8377 20 12.5 20 0 90
131 10000000 -80 0 11.1637 20 12.5 20 0 90
132 10000000 -80 20 9.23857 20 12.5 20 0 90
133 10000000 -80 40 7.7428 20 12.5 20 0 90
134 10000000 -80 60 7.35189 20 12.5 20 0 90
135 10000000 -80 80 7.73526 20 12.5 20 0 90
136 10000000 -80 100 8.52828 20 12.5 20 0 90
137 10000000 -80 120 9.47523 20 12.5 20 0 90
138 10000000 -80 140 10.2947 20 12.5 20 0 90
139 10000000 -80 160 10.9062 20 12.5 20 0 90
140 10000000 -80 180 11.452 20 12.5 20 0 90
141 10000000 -60 -200 11.9757 20 12.5 20 0 90
142 10000000 -60 -180 13.7669 20 12.5 20 0 90
143 10000000 -60 -160 15.5409 20 12.5 20 0 90
144 10000000 -60 -140 16.9927 20 12.5 20 0 90
