#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.0700e-04 -2.000e-05  7.000e-06  5.000e-06 -4.400e-05 -2.000e-05 -1.000e-07  7.000e-05  2.000e-07  2.000e-07
 4.7630e-04 -6.000e-05  1.700e-05  1.200e-05 -9.700e-05 -5.000e-05 -1.000e-07  1.400e-04  4.000e-07  5.000e-07
 8.2330e-04 -1.000e-04  2.800e-05  2.000e-05 -1.600e-04 -9.000e-05  0.000e+00  2.400e-04  7.000e-07  9.000e-07
 1.2660e-03 -1.400e-04  4.300e-05  3.000e-05 -2.340e-04 -1.300e-04  0.000e+00  3.400e-04  1.100e-06  1.300e-06
 1.8260e-03 -1.900e-04  6.100e-05  4.300e-05 -3.200e-04 -1.800e-04  1.000e-07  4.700e-04  1.500e-06  1.800e-06
 2.5120e-03 -2.500e-04  8.200e-05  5.700e-05 -4.140e-04 -2.300e-04  2.000e-07  6.000e-04  2.100e-06  2.500e-06
 3.3450e-03 -3.100e-04  1.070e-04  7.300e-05 -5.190e-04 -2.900e-04  4.000e-07  7.500e-04  2.800e-06  3.200e-06
 4.3500e-03 -3.700e-04  1.360e-04  9.200e-05 -6.330e-04 -3.500e-04  6.000e-07  9.100e-04  3.500e-06  3.900e-06
 5.5530e-03 -4.400e-04  1.690e-04  1.130e-04 -7.570e-04 -4.200e-04  7.000e-07  1.090e-03  4.400e-06  4.700e-06
 6.9850e-03 -5.100e-04  2.060e-04  1.370e-04 -8.900e-04 -4.900e-04  1.000e-06  1.270e-03  5.400e-06  5.700e-06
 8.6810e-03 -5.800e-04  2.470e-04  1.630e-04 -1.032e-03 -5.700e-04  1.200e-06  1.470e-03  6.500e-06  6.800e-06
 1.0680e-02 -6.600e-04  2.940e-04  1.920e-04 -1.182e-03 -6.500e-04  1.500e-06  1.670e-03  7.800e-06  7.800e-06
 1.3010e-02 -7.300e-04  3.450e-04  2.240e-04 -1.341e-03 -7.300e-04  1.900e-06  1.890e-03  9.300e-06  9.000e-06
 1.5740e-02 -8.100e-04  4.000e-04  2.580e-04 -1.506e-03 -8.100e-04  2.300e-06  2.110e-03  1.090e-05  1.030e-05
 1.8880e-02 -8.900e-04  4.610e-04  2.960e-04 -1.678e-03 -9.000e-04  2.800e-06  2.330e-03  1.270e-05  1.160e-05
 2.2500e-02 -9.700e-04  5.260e-04  3.360e-04 -1.855e-03 -9.900e-04  3.500e-06  2.560e-03  1.470e-05  1.300e-05
 2.6660e-02 -1.050e-03  5.950e-04  3.790e-04 -2.037e-03 -1.080e-03  4.100e-06  2.790e-03  1.680e-05  1.430e-05
 3.1400e-02 -1.130e-03  6.690e-04  4.250e-04 -2.223e-03 -1.170e-03  5.000e-06  3.030e-03  1.910e-05  1.590e-05
 3.6800e-02 -1.200e-03  7.470e-04  4.730e-04 -2.412e-03 -1.260e-03  5.900e-06  3.260e-03  2.160e-05  1.750e-05
 4.2930e-02 -1.280e-03  8.290e-04  5.250e-04 -2.603e-03 -1.350e-03  6.900e-06  3.500e-03  2.420e-05  1.900e-05
 4.9880e-02 -1.360e-03  9.150e-04  5.790e-04 -2.797e-03 -1.430e-03  8.100e-06  3.730e-03  2.700e-05  2.060e-05
 5.7730e-02 -1.440e-03  1.005e-03  6.350e-04 -2.991e-03 -1.520e-03  9.300e-06  3.960e-03  2.990e-05  2.230e-05
 6.6580e-02 -1.510e-03  1.099e-03  6.940e-04 -3.185e-03 -1.610e-03  1.070e-05  4.190e-03  3.300e-05  2.390e-05
 7.6540e-02 -1.590e-03  1.196e-03  7.550e-04 -3.379e-03 -1.700e-03  1.230e-05  4.420e-03  3.620e-05  2.570e-05
 8.7710e-02 -1.670e-03  1.296e-03  8.190e-04 -3.571e-03 -1.780e-03  1.390e-05  4.640e-03  3.940e-05  2.750e-05
 1.0020e-01 -1.740e-03  1.399e-03  8.840e-04 -3.760e-03 -1.860e-03  1.570e-05  4.860e-03  4.280e-05  2.920e-05
 1.1420e-01 -1.820e-03  1.505e-03  9.520e-04 -3.946e-03 -1.950e-03  1.770e-05  5.070e-03  4.620e-05  3.100e-05
 1.2980e-01 -1.890e-03  1.612e-03  1.021e-03 -4.126e-03 -2.020e-03  1.980e-05  5.280e-03  4.960e-05  3.290e-05
 1.4720e-01 -1.960e-03  1.721e-03  1.092e-03 -4.301e-03 -2.100e-03  2.200e-05  5.480e-03  5.310e-05  3.470e-05
 1.6640e-01 -2.040e-03  1.831e-03  1.164e-03 -4.469e-03 -2.180e-03  2.440e-05  5.670e-03  5.650e-05  3.650e-05
 1.8770e-01 -2.110e-03  1.943e-03  1.237e-03 -4.630e-03 -2.250e-03  2.690e-05  5.850e-03  6.000e-05  3.840e-05
 2.1130e-01 -2.190e-03  2.054e-03  1.311e-03 -4.783e-03 -2.320e-03  2.940e-05  6.030e-03  6.330e-05  4.040e-05
 2.3740e-01 -2.260e-03  2.166e-03  1.385e-03 -4.927e-03 -2.390e-03  3.200e-05  6.200e-03  6.660e-05  4.230e-05
 2.6610e-01 -2.340e-03  2.278e-03  1.461e-03 -5.061e-03 -2.450e-03  3.480e-05  6.360e-03  6.970e-05  4.430e-05
 2.9790e-01 -2.420e-03  2.390e-03  1.536e-03 -5.185e-03 -2.520e-03  3.760e-05  6.510e-03  7.280e-05  4.640e-05
