#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 8.3280e-06 -1.000e-05  0.000e+00 -1.000e-06  1.000e-05 -3.000e-06  1.000e-07  0.000e+00  0.000e+00  1.000e-07
 1.8520e-05 -2.000e-05  0.000e+00 -3.000e-06  3.000e-05 -7.000e-06  2.000e-07  0.000e+00 -1.000e-08  3.000e-07
 3.0960e-05 -4.000e-05  1.000e-06 -5.000e-06  6.000e-05 -1.200e-05  2.000e-07  0.000e+00 -4.000e-08  6.000e-07
 4.6090e-05 -6.000e-05  1.000e-06 -7.000e-06  8.000e-05 -1.700e-05  3.000e-07  0.000e+00 -5.000e-08  8.000e-07
 6.4000e-05 -8.000e-05  2.000e-06 -9.000e-06  1.100e-04 -2.300e-05  4.000e-07  1.000e-05 -5.000e-08  1.300e-06
 8.4990e-05 -1.100e-04  4.000e-06 -1.200e-05  1.500e-04 -3.000e-05  6.000e-07  1.000e-05 -6.000e-08  1.800e-06
 1.0960e-04 -1.300e-04  5.000e-06 -1.500e-05  1.900e-04 -3.700e-05  7.000e-07  1.000e-05 -8.000e-08  2.300e-06
 1.3840e-04 -1.600e-04  8.000e-06 -1.800e-05  2.300e-04 -4.600e-05  9.000e-07  1.000e-05 -1.100e-07  3.000e-06
 1.7210e-04 -2.000e-04  1.000e-05 -2.100e-05  2.800e-04 -5.500e-05  1.100e-06  1.000e-05 -1.300e-07  3.700e-06
 2.1140e-04 -2.400e-04  1.300e-05 -2.400e-05  3.300e-04 -6.500e-05  1.400e-06  2.000e-05 -1.600e-07  4.500e-06
 2.5730e-04 -2.800e-04  1.600e-05 -2.800e-05  3.900e-04 -7.700e-05  1.600e-06  2.000e-05 -2.000e-07  5.500e-06
 3.1080e-04 -3.200e-04  2.000e-05 -3.200e-05  4.600e-04 -8.900e-05  1.900e-06  2.000e-05 -2.300e-07  6.500e-06
 3.7320e-04 -3.700e-04  2.500e-05 -3.500e-05  5.300e-04 -1.020e-04  2.200e-06  3.000e-05 -2.800e-07  7.700e-06
 4.4590e-04 -4.300e-04  2.900e-05 -3.900e-05  6.100e-04 -1.160e-04  2.600e-06  3.000e-05 -3.500e-07  9.200e-06
 5.3070e-04 -4.900e-04  3.500e-05 -4.200e-05  6.900e-04 -1.320e-04  3.100e-06  3.000e-05 -4.000e-07  1.070e-05
 6.2950e-04 -5.500e-04  4.000e-05 -4.600e-05  7.900e-04 -1.480e-04  3.500e-06  4.000e-05 -4.700e-07  1.250e-05
 7.4480e-04 -6.200e-04  4.700e-05 -4.900e-05  8.900e-04 -1.660e-04  4.000e-06  4.000e-05 -5.400e-07  1.430e-05
 8.7910e-04 -6.900e-04  5.400e-05 -5.200e-05  1.000e-03 -1.850e-04  4.600e-06  4.000e-05 -6.200e-07  1.640e-05
 1.0360e-03 -7.700e-04  6.100e-05 -5.500e-05  1.120e-03 -2.050e-04  5.300e-06  5.000e-05 -7.000e-07  1.870e-05
 1.2180e-03 -8.600e-04  6.900e-05 -5.700e-05  1.250e-03 -2.260e-04  5.900e-06  5.000e-05 -7.900e-07  2.130e-05
 1.4290e-03 -9.500e-04  7.700e-05 -5.800e-05  1.390e-03 -2.470e-04  6.600e-06  5.000e-05 -9.000e-07  2.410e-05
 1.6740e-03 -1.040e-03  8.500e-05 -5.800e-05  1.540e-03 -2.700e-04  7.300e-06  6.000e-05 -1.000e-06  2.700e-05
 1.9580e-03 -1.140e-03  9.400e-05 -5.800e-05  1.700e-03 -2.920e-04  8.100e-06  6.000e-05 -1.150e-06  3.030e-05
 2.2820e-03 -1.250e-03  1.040e-04 -5.600e-05  1.860e-03 -3.160e-04  9.000e-06  6.000e-05 -1.310e-06  3.380e-05
 2.6480e-03 -1.350e-03  1.130e-04 -5.300e-05  2.030e-03 -3.380e-04  1.000e-05  6.000e-05 -1.460e-06  3.740e-05
 3.0550e-03 -1.460e-03  1.220e-04 -4.900e-05  2.210e-03 -3.610e-04  1.100e-05  6.000e-05 -1.630e-06  4.130e-05
 3.5040e-03 -1.570e-03  1.310e-04 -4.400e-05  2.390e-03 -3.820e-04  1.210e-05  6.000e-05 -1.810e-06  4.520e-05
 3.9980e-03 -1.670e-03  1.400e-04 -3.700e-05  2.570e-03 -4.020e-04  1.320e-05  6.000e-05 -1.970e-06  4.920e-05
