#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.1160e-01 -2.850e-04 -1.800e-03  1.000e-05 -6.900e-04 -1.320e-03 -1.020e-05 -5.600e-03  1.100e-05 -2.600e-05
 4.2320e-01 -5.110e-04 -3.230e-03  1.000e-05 -1.300e-03 -2.460e-03 -9.350e-05 -1.000e-02 -5.000e-05 -1.620e-04
 6.3480e-01 -6.940e-04 -4.370e-03  1.000e-05 -1.990e-03 -3.370e-03 -4.634e-04 -1.360e-02 -3.054e-04 -7.460e-04
 8.4640e-01 -8.550e-04 -5.290e-03  0.000e+00 -2.550e-03 -4.330e-03 -1.196e-04 -1.640e-02  1.890e-04 -8.250e-04
 1.0580e+00 -9.830e-04 -6.040e-03 -1.000e-05 -2.620e-03 -5.180e-03 -6.600e-05 -1.820e-02  2.700e-04  3.090e-04
 1.2700e+00 -1.091e-03 -6.640e-03 -2.000e-05 -2.930e-03 -5.770e-03 -8.550e-05 -1.980e-02 -7.000e-06  4.290e-04
 1.4810e+00 -1.174e-03 -7.120e-03 -2.000e-05 -3.070e-03 -6.300e-03 -2.574e-04 -2.110e-02 -5.200e-05  7.650e-04
 1.6930e+00 -1.237e-03 -7.530e-03 -2.000e-05 -3.920e-03 -6.480e-03 -4.018e-04 -2.290e-02 -5.394e-04 -1.079e-03
 1.9150e+00 -1.316e-03 -7.930e-03 -2.000e-05 -4.180e-03 -6.510e-03 -2.959e-04 -2.420e-02 -2.579e-04 -1.586e-03
 2.1370e+00 -1.378e-03 -8.300e-03 -6.000e-05 -4.210e-03 -6.780e-03 -1.439e-04 -2.520e-02 -1.390e-04 -1.391e-03
 2.3590e+00 -1.434e-03 -8.630e-03 -8.000e-05 -4.770e-03 -7.420e-03 -1.745e-04 -2.630e-02 -3.116e-04 -1.927e-03
 2.5820e+00 -1.509e-03 -8.970e-03 -1.000e-04 -4.610e-03 -7.420e-03 -2.190e-04 -2.710e-02 -5.858e-04 -1.668e-03
 2.8040e+00 -1.558e-03 -9.240e-03 -9.000e-05 -4.740e-03 -7.800e-03 -8.590e-05 -2.790e-02 -3.725e-04 -1.524e-03
 3.0260e+00 -1.592e-03 -9.580e-03 -1.700e-04 -4.870e-03 -8.040e-03 -1.359e-04 -2.870e-02 -2.350e-04 -1.613e-03
