#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.1160e-01 -9.000e-05  1.070e-04 -2.800e-05 -1.400e-04  1.070e-04 -1.000e-07  2.000e-04  1.100e-07 -1.800e-06
 4.2320e-01 -1.500e-04  1.950e-04 -4.900e-05 -2.500e-04  1.920e-04 -2.000e-07  3.600e-04  2.100e-07 -5.300e-06
 6.3480e-01 -2.000e-04  2.680e-04 -6.600e-05 -3.400e-04  2.590e-04 -3.000e-07  4.800e-04  2.200e-07 -4.500e-06
 8.4640e-01 -2.500e-04  3.180e-04 -8.200e-05 -4.200e-04  3.080e-04  0.000e+00  5.900e-04  7.800e-07 -7.400e-06
 1.0580e+00 -2.800e-04  3.620e-04 -9.300e-05 -4.800e-04  3.490e-04 -3.000e-07  6.700e-04  3.700e-07 -6.400e-06
 1.2700e+00 -3.200e-04  3.940e-04 -1.050e-04 -5.300e-04  3.810e-04 -5.000e-07  7.400e-04  2.400e-07 -3.500e-06
 1.4810e+00 -3.400e-04  4.250e-04 -1.140e-04 -5.800e-04  4.060e-04 -1.000e-07  7.900e-04  8.100e-07 -8.200e-06
 1.6930e+00 -3.600e-04  4.540e-04 -1.180e-04 -6.100e-04  4.320e-04 -1.200e-06  8.400e-04 -5.500e-07 -2.000e-06
 1.9150e+00 -3.900e-04  4.700e-04 -1.280e-04 -6.300e-04  4.530e-04 -1.400e-06  8.900e-04 -9.900e-07 -1.000e-06
 2.1370e+00 -4.000e-04  4.910e-04 -1.290e-04 -6.500e-04  4.820e-04  5.000e-07  9.300e-04  1.740e-06  5.000e-06
 2.3590e+00 -4.200e-04  5.110e-04 -1.300e-04 -6.600e-04  5.140e-04  1.500e-06  9.700e-04  3.210e-06  3.200e-06
 2.5820e+00 -4.400e-04  5.220e-04 -1.370e-04 -6.800e-04  5.310e-04  1.200e-06  1.000e-03  2.720e-06 -7.000e-07
 2.8040e+00 -4.600e-04  5.410e-04 -1.450e-04 -7.200e-04  5.350e-04  3.000e-06  1.040e-03  5.390e-06  1.460e-05
 3.0260e+00 -4.800e-04  5.520e-04 -1.400e-04 -7.400e-04  5.590e-04  4.000e-07  1.070e-03  1.770e-06  1.000e-05
