#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 1.2500e-01 -1.600e-03  5.400e-04  3.500e-04  2.300e-03 -1.810e-03 -6.000e-06 -1.000e-04  7.240e-05  4.200e-05
 2.5000e-01 -3.100e-03  1.070e-03  6.800e-04  4.600e-03 -3.580e-03 -1.000e-05 -1.000e-04  1.424e-04  8.400e-05
 3.7500e-01 -4.500e-03  1.580e-03  9.900e-04  6.700e-03 -5.290e-03 -1.200e-05  0.000e+00  2.104e-04  1.250e-04
 5.0000e-01 -5.900e-03  2.080e-03  1.280e-03  8.800e-03 -6.950e-03 -1.200e-05  1.000e-04  2.761e-04  1.660e-04
 6.2500e-01 -7.300e-03  2.570e-03  1.560e-03  1.080e-02 -8.570e-03 -1.100e-05  4.000e-04  3.398e-04  2.060e-04
 7.5000e-01 -8.600e-03  3.040e-03  1.830e-03  1.270e-02 -1.014e-02 -9.000e-06  7.000e-04  4.015e-04  2.470e-04
 8.7500e-01 -9.800e-03  3.500e-03  2.090e-03  1.450e-02 -1.167e-02 -5.000e-06  1.100e-03  4.612e-04  2.870e-04
 1.0000e+00 -1.100e-02  3.940e-03  2.330e-03  1.630e-02 -1.315e-02 -1.000e-06  1.500e-03  5.190e-04  3.260e-04
 1.1250e+00 -1.220e-02  4.380e-03  2.560e-03  1.800e-02 -1.460e-02  4.000e-06  1.900e-03  5.750e-04  3.660e-04
 1.2500e+00 -1.330e-02  4.800e-03  2.780e-03  1.960e-02 -1.601e-02  1.000e-05  2.500e-03  6.293e-04  4.040e-04
 1.3750e+00 -1.440e-02  5.220e-03  2.990e-03  2.120e-02 -1.738e-02  1.600e-05  3.000e-03  6.818e-04  4.430e-04
 1.5000e+00 -1.550e-02  5.620e-03  3.190e-03  2.270e-02 -1.871e-02  2.400e-05  3.600e-03  7.326e-04  4.800e-04
 1.6250e+00 -1.650e-02  6.010e-03  3.390e-03  2.420e-02 -2.001e-02  3.100e-05  4.200e-03  7.821e-04  5.180e-04
 1.7500e+00 -1.740e-02  6.400e-03  3.570e-03  2.560e-02 -2.127e-02  4.000e-05  4.800e-03  8.301e-04  5.550e-04
 1.8750e+00 -1.840e-02  6.770e-03  3.750e-03  2.700e-02 -2.250e-02  4.800e-05  5.500e-03  8.761e-04  5.910e-04
 2.0000e+00 -1.930e-02  7.140e-03  3.920e-03  2.830e-02 -2.370e-02  5.700e-05  6.200e-03  9.211e-04  6.270e-04
 2.1250e+00 -2.020e-02  7.490e-03  4.080e-03  2.960e-02 -2.487e-02  6.600e-05  6.900e-03  9.641e-04  6.630e-04
 2.2500e+00 -2.110e-02  7.840e-03  4.240e-03  3.080e-02 -2.601e-02  7.500e-05  7.700e-03  1.006e-03  6.980e-04
 2.3750e+00 -2.190e-02  8.180e-03  4.390e-03  3.200e-02 -2.712e-02  8.500e-05  8.400e-03  1.047e-03  7.320e-04
 2.5000e+00 -2.270e-02  8.510e-03  4.530e-03  3.320e-02 -2.821e-02  9.400e-05  9.100e-03  1.087e-03  7.670e-04
 2.6250e+00 -2.350e-02  8.840e-03  4.670e-03  3.430e-02 -2.926e-02  1.040e-04  9.900e-03  1.125e-03  8.000e-04
 2.7500e+00 -2.420e-02  9.150e-03  4.800e-03  3.540e-02 -3.029e-02  1.130e-04  1.070e-02  1.162e-03  8.340e-04
 2.8750e+00 -2.500e-02  9.460e-03  4.930e-03  3.640e-02 -3.129e-02  1.230e-04  1.150e-02  1.198e-03  8.660e-04
 3.0000e+00 -2.570e-02  9.770e-03  5.050e-03  3.750e-02 -3.227e-02  1.320e-04  1.230e-02  1.233e-03  8.990e-04
