#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.7740e-08  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -1.000e-06  1.000e-08  0.000e+00 -1.000e-08  0.000e+00
 6.7450e-08  0.000e+00  0.000e+00  1.000e-06  0.000e+00 -1.000e-06  1.000e-08  0.000e+00 -1.000e-08  0.000e+00
 1.2390e-07  0.000e+00  0.000e+00  1.000e-06 -1.000e-06 -1.000e-06  1.000e-08  0.000e+00  1.000e-08  0.000e+00
 2.0340e-07  0.000e+00  0.000e+00  2.000e-06 -1.000e-06 -1.000e-06  0.000e+00  0.000e+00  0.000e+00  1.000e-07
 3.1110e-07  0.000e+00  0.000e+00  2.000e-06 -1.000e-06 -1.000e-06  0.000e+00  0.000e+00  1.000e-08  1.000e-07
 4.5380e-07  1.000e-06  0.000e+00  3.000e-06 -1.000e-06 -1.000e-06 -1.000e-08  0.000e+00 -1.000e-08  1.000e-07
 6.4230e-07  1.000e-06  0.000e+00  4.000e-06 -2.000e-06 -1.000e-06 -1.000e-08  0.000e+00  2.000e-08  1.000e-07
 8.9100e-07  1.000e-06  0.000e+00  5.000e-06 -2.000e-06 -1.000e-06  0.000e+00  0.000e+00  3.000e-08  2.000e-07
 1.2190e-06  1.000e-06  0.000e+00  6.000e-06 -3.000e-06 -1.000e-06  0.000e+00  0.000e+00  3.000e-08  2.000e-07
 1.6500e-06  1.000e-06  0.000e+00  7.000e-06 -4.000e-06  0.000e+00  0.000e+00 -1.000e-05  0.000e+00  2.000e-07
 2.2160e-06  2.000e-06  0.000e+00  8.000e-06 -5.000e-06  1.000e-06 -1.000e-08 -1.000e-05  2.000e-08  1.000e-07
 2.9590e-06  2.000e-06 -1.000e-05  1.000e-05 -6.000e-06  2.000e-06 -1.000e-08 -1.000e-05  2.000e-08  1.000e-07
 3.9340e-06  3.000e-06 -1.000e-05  1.200e-05 -7.000e-06  3.000e-06 -2.000e-08 -2.000e-05  3.000e-08  2.000e-07
 5.2160e-06  3.000e-06 -1.000e-05  1.400e-05 -8.000e-06  5.000e-06 -2.000e-08 -2.000e-05  4.000e-08  2.000e-07
 6.9020e-06  4.000e-06 -2.000e-05  1.700e-05 -1.000e-05  7.000e-06 -3.000e-08 -2.000e-05  2.000e-08  2.000e-07
 9.1210e-06  5.000e-06 -2.000e-05  2.000e-05 -1.200e-05  9.000e-06 -3.000e-08 -3.000e-05  7.000e-08  2.000e-07
 1.2040e-05  6.000e-06 -3.000e-05  2.300e-05 -1.500e-05  1.200e-05 -4.000e-08 -4.000e-05  1.000e-07  2.000e-07
 1.5900e-05  7.000e-06 -4.000e-05  2.700e-05 -1.700e-05  1.500e-05 -4.000e-08 -4.000e-05  1.400e-07  2.000e-07
 2.1000e-05  8.000e-06 -5.000e-05  3.200e-05 -2.100e-05  1.900e-05 -5.000e-08 -5.000e-05  1.300e-07  2.000e-07
 2.7730e-05  1.000e-05 -5.000e-05  3.700e-05 -2.400e-05  2.300e-05 -6.000e-08 -6.000e-05  1.500e-07  2.000e-07
 3.6580e-05  1.100e-05 -6.000e-05  4.300e-05 -2.900e-05  2.800e-05 -6.000e-08 -7.000e-05  1.400e-07  2.000e-07
 4.8080e-05  1.300e-05 -8.000e-05  5.000e-05 -3.300e-05  3.300e-05 -8.000e-08 -8.000e-05  1.600e-07  2.000e-07
 6.2890e-05  1.500e-05 -9.000e-05  5.700e-05 -3.800e-05  3.800e-05 -9.000e-08 -9.000e-05  2.000e-07  2.000e-07
 8.1840e-05  1.700e-05 -1.000e-04  6.500e-05 -4.400e-05  4.400e-05 -1.000e-07 -1.100e-04  2.300e-07  3.000e-07
 1.0590e-04  2.000e-05 -1.100e-04  7.400e-05 -4.900e-05  5.000e-05 -1.100e-07 -1.200e-04  2.300e-07  4.000e-07
 1.3620e-04  2.200e-05 -1.200e-04  8.400e-05 -5.600e-05  5.700e-05 -1.200e-07 -1.300e-04  2.400e-07  5.000e-07
 1.7320e-04  2.500e-05 -1.400e-04  9.300e-05 -6.200e-05  6.300e-05 -1.300e-07 -1.500e-04  2.400e-07  7.000e-07
 2.1840e-04  2.800e-05 -1.500e-04  1.040e-04 -6.900e-05  7.000e-05 -1.400e-07 -1.600e-04  2.800e-07  8.000e-07
 2.7330e-04  3.000e-05 -1.600e-04  1.150e-04 -7.600e-05  7.700e-05 -1.500e-07 -1.700e-04  2.800e-07  1.000e-06
 3.3980e-04  3.300e-05 -1.700e-04  1.260e-04 -8.300e-05  8.400e-05 -1.700e-07 -1.900e-04  2.700e-07  1.200e-06
 4.2000e-04  3.600e-05 -1.900e-04  1.380e-04 -9.100e-05  9.100e-05 -1.800e-07 -2.000e-04  2.700e-07  1.500e-06
 5.1570e-04  3.900e-05 -2.000e-04  1.500e-04 -9.800e-05  9.700e-05 -1.900e-07 -2.100e-04  2.800e-07  1.900e-06
 6.2900e-04  4.200e-05 -2.100e-04  1.630e-04 -1.060e-04  1.040e-04 -1.900e-07 -2.300e-04  2.900e-07  2.200e-06
 7.6240e-04  4.400e-05 -2.200e-04  1.760e-04 -1.140e-04  1.110e-04 -2.000e-07 -2.400e-04  2.900e-07  2.700e-06
 9.1900e-04  4.700e-05 -2.300e-04  1.890e-04 -1.220e-04  1.170e-04 -2.100e-07 -2.500e-04  3.200e-07  3.100e-06
 1.1020e-03  5.000e-05 -2.400e-04  2.030e-04 -1.300e-04  1.240e-04 -2.200e-07 -2.600e-04  3.400e-07  3.500e-06
 1.3160e-03  5.200e-05 -2.500e-04  2.170e-04 -1.380e-04  1.300e-04 -2.200e-07 -2.700e-04  3.700e-07  4.000e-06
 1.5630e-03  5.500e-05 -2.500e-04  2.310e-04 -1.470e-04  1.360e-04 -2.200e-07 -2.800e-04  3.200e-07  4.500e-06
 1.8500e-03  5.700e-05 -2.600e-04  2.450e-04 -1.550e-04  1.420e-04 -2.200e-07 -2.900e-04  3.500e-07  5.100e-06
 2.1810e-03  6.000e-05 -2.700e-04  2.590e-04 -1.630e-04  1.470e-04 -2.200e-07 -3.000e-04  3.900e-07  5.700e-06
 2.5610e-03  6.200e-05 -2.700e-04  2.740e-04 -1.710e-04  1.520e-04 -2.300e-07 -3.100e-04  4.100e-07  6.300e-06
 2.9960e-03  6.400e-05 -2.800e-04  2.890e-04 -1.800e-04  1.570e-04 -2.400e-07 -3.200e-04  3.700e-07  7.000e-06
