#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 8.3280e-06 -5.000e-05  0.000e+00 -8.000e-06  7.000e-05  6.000e-06  3.000e-07  1.000e-05 -4.000e-08  4.000e-07
 1.8530e-05 -1.000e-04  0.000e+00 -1.600e-05  1.600e-04  1.300e-05  5.000e-07  1.000e-05 -7.000e-08  1.000e-06
 3.0980e-05 -1.700e-04  0.000e+00 -2.700e-05  2.700e-04  2.100e-05  9.000e-07  2.000e-05 -1.000e-07  1.700e-06
 4.6110e-05 -2.500e-04  1.000e-06 -3.900e-05  3.900e-04  3.100e-05  1.300e-06  3.000e-05 -1.300e-07  2.600e-06
 6.4050e-05 -3.400e-04  2.000e-06 -5.200e-05  5.300e-04  4.200e-05  1.800e-06  4.000e-05 -1.900e-07  3.600e-06
 8.5090e-05 -4.300e-04  3.000e-06 -6.600e-05  6.800e-04  5.400e-05  2.400e-06  5.000e-05 -2.200e-07  4.700e-06
 1.0970e-04 -5.400e-04  5.000e-06 -8.200e-05  8.500e-04  6.700e-05  2.900e-06  6.000e-05 -2.300e-07  6.000e-06
 1.3860e-04 -6.600e-04  8.000e-06 -9.900e-05  1.040e-03  8.100e-05  3.600e-06  8.000e-05 -2.200e-07  7.400e-06
 1.7240e-04 -7.900e-04  1.100e-05 -1.170e-04  1.240e-03  9.700e-05  4.300e-06  9.000e-05 -2.100e-07  9.100e-06
 2.1210e-04 -9.200e-04  1.400e-05 -1.370e-04  1.460e-03  1.140e-04  5.100e-06  1.100e-04 -2.200e-07  1.100e-05
 2.5830e-04 -1.080e-03  1.800e-05 -1.570e-04  1.700e-03  1.330e-04  6.000e-06  1.300e-04 -2.000e-07  1.300e-05
 3.1240e-04 -1.240e-03  2.300e-05 -1.830e-04  1.950e-03  1.530e-04  7.000e-06  1.500e-04 -1.900e-07  1.510e-05
 3.7540e-04 -1.410e-03  2.800e-05 -2.030e-04  2.230e-03  1.750e-04  8.100e-06  1.700e-04 -1.600e-07  1.760e-05
 4.4910e-04 -1.600e-03  3.400e-05 -2.230e-04  2.520e-03  1.990e-04  9.300e-06  1.900e-04 -1.100e-07  2.030e-05
 5.3510e-04 -1.790e-03  4.000e-05 -2.530e-04  2.840e-03  2.250e-04  1.050e-05  2.100e-04 -4.000e-08  2.320e-05
 6.3550e-04 -2.000e-03  4.700e-05 -2.730e-04  3.170e-03  2.520e-04  1.190e-05  2.400e-04  2.000e-08  2.630e-05
 7.5270e-04 -2.220e-03  5.400e-05 -3.030e-04  3.530e-03  2.820e-04  1.330e-05  2.600e-04  1.000e-07  2.950e-05
 8.8960e-04 -2.450e-03  6.200e-05 -3.230e-04  3.900e-03  3.140e-04  1.470e-05  2.900e-04  2.100e-07  3.310e-05
