bru1 3606.08 2468.23 0.0018973
brus -640.916 -3596.85 0.149691
bsat -640.916 -3596.85 0.0058469
bshm -640.916 -3596.85 0.225073
bsim -640.916 -3596.85 -0.0221431
bsmk 1092.3 1717.1 0.551221
bsry -142.011 267.167 0.613487
btdm -250.271 198.411 0.678246
btet -640.916 -3596.85 0.0211647
bthl -640.916 -3596.85 0.0673639
bucu -640.916 -3596.85 0.143204
budp -640.916 -3596.85 0.094031
bue2 5434.65 -9467.96 0.033697
bull -129.488 488.894 1.34479
buri -1362.53 -13534.2 2.00629
burn -209.916 1139.82 1.1809
bust -91.9 469.912 0.992301
bvpp -354.739 296.157 0.123037
bzrg -640.916 -3596.85 0.3291
ca99 -308.248 571.221 2.3915
cabl -759.162 1173.59 0.0378343
cact -47.2625 127.526 0.518457
cagl -640.916 -3596.85 0.238366
cags 3042.75 2344.98 0.234956
cagz -640.916 -3596.85 0.237977
came -640.916 -3596.85 0.498667
cand -450.682 385.823 0.568391
cant -640.916 -3596.85 0.099274
capf 2113.45 -12052.4 0.100169
carh -450.621 380.158 0.480258
carr -450.623 380.154 0.47881
cas1 -640.916 -3596.85 0.0224596
casa -308.246 571.229 2.39054
casc -640.916 -3596.85 0.0760338
casl 3547.33 987.45 -0.0173215
casp 727.267 1198.88 1.57137
cast 405.326 760.213 2.24504
cat1 -278.757 104.84 0.003902
cat2 -265.08 89.7772 0.477242
cat3 -278.757 104.839 0.0051364
cava -640.916 -3596.85 0.0477592
caya 1661.12 -1633.17 0.0259456
cbhs -291.187 181.869 0.284605
ccak -640.916 -3596.85 0.0367173
cccc -201.738 339.094 0.81395
ccco -252.932 152.246 -0.0169445
cccs -220.921 150.424 0.0318274
ccj2 -640.916 -3596.85 0.104115
ccjm -640.916 -3596.85 0.208881
ccst -325.093 256.567 1.57806
ccv1 3558.66 166.538 -0.024145
ccv2 3558.64 166.495 -0.0242003
ccv3 3558.43 166.501 -0.0243628
ccv4 3558.42 166.458 -0.024331
cdmt -80.1924 257.483 0.936576
cdnp -640.916 -3596.85 0.234533
ceda 208.945 914.708 1.4725
cedu -640.916 -3596.85 0.144737
cena -1388.09 3948.57 0.28377
ceut -640.916 -3596.85 0.0518381
cfag 4708.17 -8369.34 0.702584
cgdm -229.772 192.781 0.704689
cha1 3433.63 714.111 -0.0290396
cha2 3433.61 714.087 -0.028765
chab -592.208 590.71 0.213946
chan -640.916 -3596.85 0.273268
chat -4777.09 -10514.4 0.0579809
chb1 2383.84 2000.2 0.145332
chcm -571.604 1736.79 0.0203727
ches 3426.21 1740.73 0.10818
chi1 -1743.15 3453.2 0.0848457
chi3 -1743.12 3453.2 0.09457
chi4 -1743.11 3453.22 0.0912014
chil -235.295 202.753 1.56751
chl1 3545.98 1633.73 -0.0135286
chl2 3546.02 1633.76 -0.0092666
chlo -119.984 469.927 0.864231
chme 3207.22 968.2 0.225288
chms -216.775 236.634 0.760328
cho1 -542.478 778.334 0.0164261
chpi 8784.86 -9533.6 0.617434
chr1 3577.58 1376.8 -0.0267554
cht1 3778.61 2232.28 -0.0106103
chtp -292.068 194.99 0.667264
chud -4387.76 -927.504 0.801492
chum -640.916 -3596.85 0.716325
chur 1167.52 3144.72 -0.019291
chwk -506.028 1860.1 0.17402
chzz -686.2 1463.88 0.0507089
cic1 -109.301 -70.7 0.0643255
cice -109.454 -70.6355 0.0876411
cirx -319.604 179.147 0.4882
cit1 -244.854 181.038 0.215355
cjms -185.022 200.204 0.933357
cjtr 2143.81 548.739 0.125974
clar -206.289 177.721 0.373626
clgi -640.916 -3596.85 0.260255
clgo -1556.05 3954.26 0.196093
clk1 1360.99 1558.53 0.415115
clov 39.0627 895.057 2.08493
clrk -732.209 -12309 0.99981
cmbb -438.105 618.171 0.695721
cmcr -640.916 -3596.85 0.233958
cme1 -768.453 906.295 0.305506
cmod -493.88 576.703 0.0280834
cmp9 -270.721 205.369 1.13799
cncl -5567.7 -11758.4 1.22231
cndr -517.171 606.109 -0.0207701
cnmr -640.916 -3596.85 0.0643873
cnpp -197.242 149.687 0.300299
cnwm 2021.45 845.17 0.359437
coco -640.916 -3596.85 -0.0352837
coga 3168.17 716.447 0.0938779
cola 3242.67 818.872 0.0816404
colb 2780.81 1420.68 0.185269
coma -379.466 530.729 0.665973
cono 3153.5 1003.96 0.268162
cont 3860.02 -8713.4 0.173463
conz 3859.95 -8713.5 0.180709
coon 271.638 914.801 1.61
copo 4764.44 -7704.11 0.479097
copr -405.574 215.072 -0.0228444
corb 3376.6 1458.4 0.0359559
corc 1808.05 -369.496 -0.0168644
cord 5118.01 -8617.94 0.746866
corv -641.399 1359.43 0.105612
corx -164.252 -10.3451 0.0742823
cosa 334.328 129.243 0.391322
cose -640.916 -3596.85 0.66368
coso -213.836 385.442 1.45515
cot1 427.536 -15.5531 0.733183
cotd -84.1189 135.814 0.0276825
coup -563.174 1759.25 0.0210038
covx 3606.21 1388.54 -0.0011251
coyq 3336.93 -9725.29 0.476265
cpbi -640.916 -3596.85 0.278834
cpbn -193.16 284.298 0.835828
cpsr -640.916 -3596.85 0.0307977
cpxf -541.7 1603.97 0.53361
cpxx -541.7 1603.97 0.533613
cram -124.775 507.051 1.48015
crao -640.916 -3596.85 0.365805
crar -1469.52 -13269.9 -0.0198345
crat -102.493 476.773 0.97253
crbt -479.926 370.48 0.205434
creu -640.916 -3596.85 0.13343
crfp -150.117 169.64 0.68882
crhs -258.699 146.465 -0.0235281
cro1 6143.03 -527.479 -0.0319717
crrs -22.8377 62.8869 -0.0819081
cru1 -398.037 172.048 0.70218
csar -640.916 -3596.85 0.0366048
csbk -640.916 -3596.85 0.0708731
csci -328.854 185.857 0.0708492
csdh -257.162 150.657 -0.0091581
csn1 -281.223 194.47 0.26142
csst -358.865 213.105 0.162494
ctcn -640.916 -3596.85 0.0290312
ctdm -288.991 223.763 0.40607
ctms -82.8601 179.245 0.966484
cuhs -385.119 273.098 0.635247
cusv -640.916 -3596.85 0.074287
cvhs -224.109 174.766 0.11908
cvms 2367.57 700.663 0.0729248
cvo1 -569.453 1468.68 0.0666558
daej -640.916 -3596.85 0.116837
daka -640.916 -3596.85 0.0462331
dam1 -269.456 203.224 0.584097
dam2 -269.409 203.316 0.583407
dam3 -269.466 203.223 0.580038
dane -640.916 -3596.85 0.177108
dar_ -640.916 -3596.85 0.125141
darr -640.916 -3596.85 0.12513
darw -640.916 -3596.85 0.125117
dav1 -640.916 -3596.85 0.0443931
davr -640.916 -3596.85 0.0444163
dcut 323.498 891.123 1.79727
ddmn -315.47 582.43 2.26542
ddsn -648.958 1196.12 0.953101
dech -324.346 616.741 1.94756
denc 899.408 876.093 1.59585
dent -640.916 -3596.85 0.0638815
desc -107.39 35.6385 0.957277
det1 2660.76 1680.41 0.14527
devi -1085.46 -13445.7 0.0669565
dgar -640.916 -3596.85 -0.0649194
dgjg 1927.89 6290.56 1.49411
dhlg -28.1955 98.308 -0.0830512
diab -573.337 606.898 0.990268
dksg 1116.21 5523.06 0.609606
dlft -640.916 -3596.85 0.0742334
dndn -640.916 -3596.85 0.138776
dnrc 3483.09 1655.46 -0.0151651
dnvk -5703.89 -10854.5 0.457699
doar 1729.5 -1630.19 0.220719
dond -379.465 530.73 0.66592
dour -640.916 -3596.85 0.282666
dqua 1973.42 420.197 0.169702
drag -640.916 -3596.85 0.0318318
drao -331.66 1869.79 0.541886
drej -640.916 -3596.85 0.203587
dres -640.916 -3596.85 0.203041
drv1 3524.62 1353.98 -0.0228584
ds40 -640.916 -3596.85 0.683731
ds41 -640.916 -3596.85 0.68425
dsea -640.916 -3596.85 -0.360789
dshs -265.42 168.779 -0.0021157
dsme -164.217 58.5082 0.0561287
dsr2 862.439 896.529 1.6544
dsrc 862.443 896.524 1.65629
dssc -114.245 135.776 1.66087
dubo 1358.58 2187.69 0.24527
dubr -640.916 -3596.85 0.454277
duck 3646.51 1302.88 -0.0267653
dufm 575.405 -13241.5 0.945296
dund -5218.37 -11802.1 0.386931
dunt -5226.87 -11795.1 0.0134524
dvle -140.979 132.108 0.532492
dvls -145.886 131.062 0.508611
dvlw -147.168 127.355 0.528053
dvne -140.333 131.326 0.508366
dvnw -147.045 129.096 0.509066
dvpb -219.961 211.481 1.43085
dvse -140.025 129.914 0.508598
dvsw -147.039 128.487 0.509062
dwh1 -521.476 1706.85 0.109019
dyer -232.486 580.937 1.51194
dyhs -244.976 159.001 0.0014742
dyr2 -640.916 -3596.85 0.718951
ebre -640.916 -3596.85 0.107815
ecco -263.815 153.544 -0.0193478
ecfs -179.091 126.319 0.801402
echo 99.5739 603.123 1.6841
ecsd 1501.73 1451.95 0.444375
edoc -1272.48 4503.95 0.0224002
edpp -308.063 271.756 0.379829
ef04 1506.06 772.33 0.461079
ef06 1625.36 784.943 0.347967
ef12 1703.94 684.056 0.273625
ef15 1545.22 601.873 0.364413
ef20 1684.24 528.671 0.254984
ef22 1505.35 468.446 0.387925
egan 36.6995 760.265 1.99826
eil1 -1533.89 3918.43 0.1728
eil2 -1533.89 3918.43 0.174956
eisl 615.092 -6622.72 0.114503
eky1 3353.05 -18.9526 -0.0184772
eky2 3353 -18.9082 -0.0206497
elat -640.916 -3596.85 0.0295377
elen 2842.28 -1509.2 0.118147
eliz -867.631 1976.99 0.164724
elko -41.3111 933.11 2.01689
elp3 878.493 -40.1025 1.12202
elro -640.916 -3596.85 1.08315
elsc -252.476 169.261 0.0611715
elsr -574.721 1679.72 0.115179
ems1 -640.916 -3596.85 -0.0277129
eng1 2520.52 37.1886 -0.0185573
enlf -164.216 58.5081 0.0561477
eout 284.008 982.431 1.67787
eprt 3740.86 2746.63 0.03035
epza 3477.25 -2286.59 0.668397
erla 2688.19 1257.91 0.254198
esco -640.916 -3596.85 2.50844
escu 3700.32 3094.36 -0.0160178
ese2 -140.346 129.248 0.512799
esre -140.082 129.031 0.538162
esrw -147.121 130.025 0.548644
esti 3331.95 -1922.01 0.852718
eurk 434.342 5441.11 0.0257349
eusk -640.916 -3596.85 0.245294
evpa -640.916 -3596.85 0.0393727
ewpp -189.393 176.984 0.330467
faa1 -3764.46 -5875.57 0.0120634
fair -1535 3956.46 0.319008
fale -7072.55 -6165.85 0.0476622
falk 3642.12 -11135.9 0.0508388
fall -375.654 -13126.2 0.260166
farb -670.171 592.353 -0.0217389
fayr 3413.54 1024.47 0.0154126
fbyn 1542.9 1029.79 0.405326
fdtc 3362.72 891.564 0.0151346
fei1 1675.99 -180.476 0.22819
fern 272.259 323.598 1.76791
ffmj -640.916 -3596.85 0.178143
fgst -416.461 250.71 0.904076
fhff -288.673 223.548 0.334427
flin 822.766 2571.54 0.311522
flsk 2069.64 -11943.8 0.582439
fmc1 3644.3 1084.08 -0.0149507
fmc2 3644.28 1084.1 -0.0329039
fmtp -315.003 212.379 0.362783
fmvt -314.184 206.425 0.616994
fonp 2154.59 -11955.4 0.0953757
foot 134.297 765.789 1.54738
fore 335.297 902.922 1.79666
fort 13254.3 -5175.67 0.019462
fred 259.722 506.206 1.52973
free 3806.75 9.13272 -0.0260823
freo 2923.29 1517.37 0.273455
fst1 330.943 313.115 2.13619
fst2 330.939 313.088 2.13577
fts1 -677.494 1543.53 -0.0139294
fvpk -227.669 128.259 -0.0115528
fxhs -266.346 175.077 0.0333017
fzhs -314.12 255.669 1.27372
gabb -220.301 717.033 1.55028
gait 3335.14 1571.36 0.109059
gal1 2048.91 -136.97 -0.0175873
gala 2943.95 -3688.81 0.0074152
galb 2690.19 1283.65 0.1429
ganp -640.916 -3596.85 0.746018
garl -340.759 879.803 1.64023
gdac 1167.76 689.057 1.13432
gdec -401.664 300.955 0.566236
geno -640.916 -3596.85 0.155528
ghrp -177.573 187.984 0.628597
gilb -640.916 -3596.85 0.506824
gisb -5803.71 -10531.2 0.0872305
glps 2943.94 -3688.85 0.0017807
glpt 3512.65 1390.13 -0.0220647
glrs -3.21202 85.878 -0.0486548
glsv -640.916 -3596.85 0.226319
gmas -640.916 -3596.85 0.195467
gmma -640.916 -3596.85 0.521804
gmpk 61.9475 62.1982 0.591175
gmrc -18.335 253.057 1.2982
gmsd -640.916 -3596.85 0.142341
gnaa -1614.68 3629.53 0.603136
gnps 117.728 203.096 0.232374
gobs -437.145 1486.37 0.621471
gode 3376.67 1577.08 0.0144896
godz 3376.67 1577.08 0.0145181
gol2 -130.862 323.348 0.986662
gold -130.862 323.348 0.986676
gope -640.916 -3596.85 0.592615
gosh 97.5761 905.788 1.56019
goug -640.916 -3596.85 0.0811252
gr8r -447.263 436.779 0.206016
gr8v -447.267 436.778 0.204255
graa -640.916 -3596.85 0.538164
grab -640.916 -3596.85 0.537997
grar 2416.11 1665.45 0.155927
gras -640.916 -3596.85 1.31931
graz -640.916 -3596.85 0.538294
grim -640.916 -3596.85 0.0933822
grmd -600.478 1603.22 0.0307567
grnr -1661.86 3876.99 0.596164
grrg 314.278 1172.17 2.19836
grva -640.916 -3596.85 0.776688
gtrg 164.255 1197.93 1.53914
guam -640.916 -3596.85 0.201919
guao -640.916 -3596.85 2.0287
guat 2804.25 -1802.83 1.51989
guax -266.676 -401.026 0.0404832
gus1 -1224.19 3031.01 0.0216356
gus2 -1224.16 3031.04 0.0200439
gust 2902.17 1680.47 0.281996
guug -640.916 -3596.85 0.134745
gvlt 3086.3 858.01 0.248838
gvrs -243.634 171.125 0.154511
gwen -477.31 1482.16 0.732318
hag1 3267.01 1596.04 0.120999
haly -640.916 -3596.85 0.861601
hamg 246.86 1282.25 1.52896
hamm 2448.42 97.6142 0.0058146
harb -640.916 -3596.85 1.55808
harg -640.916 -3596.85 1.55539
hark -640.916 -3596.85 1.55538
hart -640.916 -3596.85 1.55537
harv -479.149 223.51 0.0148722
hast -5757.61 -10738.7 0.152423
hbco -259.96 142.06 -0.0268751
hbrk 1589.56 831.418 0.412595
hces 2383.68 804.657 0.0779276
hcmn -88.7541 249.147 0.568748
hcro -517.941 931.095 1.00008
hdf1 3374.34 2208.75 0.0416804
hdf2 3374.33 2208.78 0.0424511
hebe 335.926 903.208 1.80634
helg -640.916 -3596.85 0.0484094
helj -640.916 -3596.85 0.0483891
hell -139.058 467.366 0.659995
herp -640.916 -3596.85 0.0726878
hers -640.916 -3596.85 0.0765023
hert -640.916 -3596.85 0.0833454
hflk -640.916 -3596.85 2.38416
hilb 3337.27 1133.31 0.171077
hilo -4370.43 -886.254 0.0292869
hipt 3255.77 1084.39 0.266611
hivi -214.08 249.86 0.930856
hklo 1785.1 564.8 0.191119
hlfx 4000.88 2939.68 0.003096
hlid 67.9317 1229.69 1.76969
hmbg 1713.17 6361.7 1.32288
hnlc -4660.97 -574.928 0.0219862
hnps -14.4533 133.434 0.393935
hnpt 3464.92 1561.17 -0.0279821
hob1 -640.916 -3596.85 0.0567771
hob2 -640.916 -3596.85 0.0410709
hobu -640.916 -3596.85 0.152216
hoer -640.916 -3596.85 0.0625159
hofn -640.916 -3596.85 0.082785
hogs -455.102 377.909 0.762849
hoki -5658.46 -11581.4 0.0537005
