245.542778668	34
245.538048371	33.9963836118
245.533607996	33.9938963912
245.528618296	33.9902800031
245.524437324	33.9872281987
245.519722286	33.9850003815
245.51528191	33.9813839933
245.509727626	33.9783321889
245.506111238	33.9752803845
245.500556954	33.9722285801
245.496940566	33.9691615167
245.49111162	33.9663843748
245.487785153	33.9633325704
245.483054856	33.960280766
245.479728389	33.9555504692
245.47722591	33.9502708476
245.476386664	33.9441672389
245.478339818	33.9394369421
245.480277714	33.9344472419
245.483054856	33.9294422827
245.485831998	33.9250019074
245.48860914	33.920561532
245.492225528	33.9161058976
245.49500267	33.9125047684
245.497779812	33.9080491341
245.500556954	33.9036087587
245.50499733	33.9005569543
245.509727626	33.8975051499
245.51139086	33.8925001907
245.51139086	33.8861066606
245.509163043	33.880827039
245.503883421	33.8786144808
245.498603799	33.8763866636
245.494728008	33.8727855344
245.489997711	33.8688944839
245.488334478	33.8636148623
245.490272374	33.8580605783
245.491950866	33.8530556191
245.49111162	33.8469367514
245.488883803	33.8416723888
245.486396582	33.8363927672
245.483894102	33.8305485618
245.483894102	33.8249942779
245.484992752	33.8194399939
245.487785153	33.8149996185
245.490272374	33.8099946593
245.492225528	33.805554284
245.49500267	33.801388571
245.498603799	33.7969481956
245.501396201	33.7924925612
245.503883421	33.7875028611
245.505836576	33.7830624857
245.506660563	33.7774929427
245.507499809	33.7713893339
245.506660563	33.7652704662
245.505271992	33.7591668574
245.501945525	33.753337911
245.500282292	33.7486076143
245.499443046	33.7419394217
245.502220188	33.7374990463
245.506660563	33.7344472419
245.512214847	33.7316700999
245.515007248	33.727504387
245.516105898	33.721950103
245.514442664	33.7158312352
245.511116197	33.7113908598
245.506660563	33.7083390555
245.501945525	33.7047226673
245.497215229	33.7016708629
245.492500191	33.6986037995
245.488334478	33.6961165789
245.483604181	33.6925001907
245.480552377	33.6886091402
245.47722591	33.6841687648
245.47722591	33.678049897
245.478339818	33.672495613
245.479163806	33.6669413291
245.480277714	33.6613870451
245.48111696	33.6555580987
245.48111696	33.6494392309
245.48111696	33.643884947
245.48111696	33.6372167544
245.48111696	33.6311131456
245.479163806	33.6241702907
245.476951247	33.6197146563
245.474174105	33.6158388647
245.47083238	33.6113832303
245.468055238	33.6066681926
245.465003433	33.6022278172
245.462500954	33.5969481956
245.4633402	33.5908293278
245.464438849	33.5858396277
245.466941329	33.5813839933
245.47083238	33.5777828641
