244	33.3843137255
243.997222858	33.3861142901
243.992492561	33.3891660945
243.987228199	33.3922178988
243.982497902	33.3947203784
243.977782864	33.3977721828
243.974166476	33.4016632334
243.970275425	33.4052796216
243.967498283	33.4097199969
243.965560388	33.4144502937
243.962783246	33.4188906691
243.961104753	33.4252841993
243.960006104	33.4294499123
243.960555428	33.435553521
243.95944152	33.441107805
243.957778286	33.4461127642
243.955840391	33.4508278019
243.952773327	33.4552834363
243.949172198	33.4588845655
243.946395056	33.4633401999
243.942778668	33.4669413291
243.939726864	33.4713817044
243.937773709	33.4763866636
243.936949722	33.4819409476
243.937773709	33.4886091402
243.93916228	33.4947280079
243.941390097	33.4999923705
243.944441901	33.5047226673
243.948332952	33.5083390555
243.952773327	33.5113908598
243.958052949	33.5138933394
243.963881895	33.5155565728
243.969161517	33.51778439
243.975280385	33.5194476234
243.981948577	33.5208361944
243.987777523	33.5216601816
243.994720378	33.5224994278
244	33.5238117037
244	33.5238117037
244.001388571	33.5241626612
244.008056764	33.5250019074
244.014724956	33.5252765698
244.022507057	33.5258258946
244.029724575	33.5252765698
244.035553521	33.5241626612
244.042771038	33.5230487526
244.049164569	33.5211108568
244.054718853	33.5186083772
244.060273136	33.5161058976
244.06582742	33.513603418
244.070283055	33.5105516136
244.075837339	33.5066605631
244.079438468	33.5036087587
244.083329519	33.4999923705
244.087785153	33.4966659037
244.091386282	33.4922255283
244.095277333	33.4886091402
244.099168383	33.4855573358
244.101945525	33.4813916228
244.105561913	33.4775005722
244.110002289	33.473884184
244.113054093	33.4699931334
244.116670481	33.4663920043
244.121110857	33.4625009537
244.125001907	33.4594491493
244.129716945	33.4563820859
244.133333333	33.4527809567
244.137773709	33.4488899062
244.141664759	33.445273518
244.145281147	33.4422217136
244.149172198	33.438330663
244.153612573	33.4347295338
244.156389715	33.4311131456
244.160280766	33.4272220951
244.163881895	33.4236057069
244.167498283	33.4197146563
244.171389334	33.4152742809
244.174166476	33.4116731518
244.177782864	33.4080567636
244.181673915	33.4050049592
244.185275044	33.4011139086
244.188891432	33.3974975204
244.192782483	33.3938963912
244.197222858	33.3894407568
244.200839246	33.3855497063
244.204715038	33.3824979019
244.208331426	33.3788815137
244.211947814	33.3750057221
244.215838865	33.3713893339
244.219439994	33.3677729458
244.223056382	33.3638818952
244.22777142	33.3608300908
244.231387808	33.3572289616
244.236942092	33.354726482
244.242496376	33.35194934
244.248889906	33.3502708476
244.256107424	33.3488822766
244.264438849	33.3483329519
244.271946288	33.3483329519
244.279438468	33.3483329519
244.286106661	33.3491721981
244.293614099	33.3494468605
244.301106279	33.3494468605
244.309163043	33.3488822766
244.316395819	33.3474937057
244.324727245	33.3466697185
244.331944762	33.3447165637
244.337499046	33.3422293431
244.342778668	33.3391622797
244.347493706	33.3361104753
244.35194934	33.3336079957
244.355840391	33.3297169451
244.35944152	33.326115816
244.363057908	33.3224994278
244.366674296	33.3180590524
244.370550088	33.3141680018
244.37332723	33.3100022889
244.376104372	33.3055619135
244.378881514	33.3011062791
244.380834668	33.2969405661
244.38361181	33.2925001907
244.387228199	33.2888838025
244.39110399	33.284992752
244.393896391	33.280827039
244.395559625	33.2758373388
244.398336767	33.2713817044
244.399450675	33.2666666667
244.401388571	33.2608377203
244.40250248	33.2561074235
244.403326467	33.2505531395
244.404440375	33.2449988556
