-47.904990 97.489630
-48.165220 97.686780
-48.608420 98.020950
-49.101260 98.354650
-49.543830 98.627950
-49.985520 98.962190
-50.325880 99.390450
-50.691470 99.788030
-50.954300 100.277940
-51.139360 100.800740
-51.402140 101.290660
-51.564760 101.998100
-51.671160 102.459020
-51.626340 103.136220
-51.735580 103.751090
-51.895290 104.304590
-52.080220 104.825710
-52.369810 105.317100
-52.708140 105.713310
-52.970730 106.204980
-53.310430 106.601190
-53.598470 107.090950
-53.784970 107.644230
-53.867090 108.259370
-53.797210 108.999390
-53.674340 109.678990
-53.472680 110.264550
-53.193970 110.791590
-52.836210 111.195860
-52.426890 111.538000
-51.939090 111.819980
-51.399440 112.009410
-50.911400 112.260980
-50.344870 112.450720
-49.727050 112.610520
-49.186590 112.707020
-48.542720 112.806230
-48.053820 112.956450
-48.053820 112.956450
-47.925250 112.996610
-47.306910 113.095660
-46.687970 113.132150
-45.965890 113.200150
-45.295040 113.145870
-44.752510 113.027760
-44.081010 112.910960
-43.485090 112.702080
-42.966440 112.429850
-42.447770 112.157640
-41.929070 111.885460
-41.511750 111.551340
-40.991400 111.125250
-40.653390 110.790350
-40.287770 110.393140
-39.870010 110.028640
-39.530310 109.539820
-39.164600 109.142650
-38.799520 108.808100
-38.536600 108.348950
-38.196000 107.921090
-37.779130 107.524520
-37.490940 107.096130
-37.150600 106.700450
-36.733300 106.273470
-36.368030 105.939010
-35.926140 105.603690
-35.585680 105.208070
-35.168260 104.781150
-34.802190 104.384150
-34.462320 104.049470
-34.095860 103.622030
-33.678660 103.227320
-33.416030 102.829220
-33.049480 102.401820
-32.710190 102.004590
-32.369110 101.576930
-32.001790 101.088660
-31.739050 100.692290
-31.398230 100.295120
-31.032560 99.960850
-30.692760 99.533230
-30.351860 99.136100
-29.985400 98.740960
-29.566740 98.251670
-29.225390 97.824120
-28.860970 97.489910
-28.519920 97.092830
-28.178520 96.667010
-27.811860 96.270260
-27.472150 95.873200
-27.130640 95.445720
-26.687970 95.112500
-26.346770 94.717190
-25.826670 94.445850
-25.306180 94.144080
-24.709020 93.965080
-24.035540 93.819200
-23.259520 93.767670
-22.560910 93.776170
-21.863710 93.784700
-21.244340 93.885390
-20.546110 93.924500
-19.848930 93.933180
-19.098410 93.879970
-18.423410 93.734480
-17.646950 93.652950
-16.972530 93.444940
-16.452100 93.175790
-15.956380 92.842030
-15.513190 92.509320
-15.094900 92.237220
-14.727140 91.810480
-14.386750 91.415560
-14.044890 91.018980
-13.701810 90.531040
-13.335340 90.104340
-13.070730 89.645860
-12.805680 89.156920
-12.540590 88.666300
-12.352630 88.206820
-12.087510 87.717900
-11.745430 87.321400
-11.378760 86.894770
-11.112550 86.436350
-10.950260 85.885170
-10.685000 85.394600
-10.574240 84.873190
-10.385060 84.229310
-10.274260 83.706220
-10.189230 83.091400
-10.077170 82.476950
-9.887730 81.924460
-9.878630 81.247700
-9.869090 80.538800
-9.834390 79.862390
-9.980270 79.181860
-10.337570 78.777720
-10.800340 78.494010
-11.367190 78.332470
-11.646110 77.804200
-11.791350 77.062790
-12.176440 76.812340
-12.611510 76.466480
-13.099270 76.121650
-13.509610 75.838770
-13.841570 75.435090
-14.277000 74.997940
-14.530350 74.563160
-14.808540 74.067150
-15.165810 73.631040
-15.574740 73.224750
-15.932080 72.788680
-16.210010 72.262260
-16.541020 71.765640
-16.819380 71.268000
-17.020550 70.742580
-17.298990 70.246650
-17.523870 69.565280
-17.776750 69.069690
-18.135510 68.726760
-18.810400 68.840140
-19.228900 69.175030
-19.665990 68.829500
-19.631970 68.153080
-19.699690 67.412800
-20.188910 67.129250
-20.888010 67.120650
-21.565560 67.328950
-22.240890 67.474710
-22.916930 67.681430
-23.592520 67.734220
-24.370630 67.787530
-24.866530 68.059130
-25.310810 68.422730
-25.575360 68.881540
-25.840260 69.372490
-26.104760 69.831310
-26.293450 70.382400
-26.558280 70.873370
-26.823060 71.362660
-27.087470 71.821500
-27.430470 72.309900
-27.694110 72.707850
-28.061250 73.195990
-28.402380 73.530460
-28.847370 73.865440
-29.341400 74.135580
-29.863880 74.407120
-30.563150 74.461790
-31.161690 74.669930
-31.502290 75.097570
-31.690240 75.618300
-31.800290 76.172050
-31.962220 76.786140
-32.149060 77.339040
-32.337270 77.890230
-32.524070 78.443140
-32.789050 78.995180
-33.131530 79.483760
-33.394760 79.881860
-33.658970 80.371330
-33.922820 80.830350
-34.265860 81.381570
-34.451800 81.871910
-34.561290 82.393550
-34.648900 83.255520
-34.756280 83.716270
-34.790010 84.331800
-34.951640 84.945940
-35.138160 85.498890
-35.325080 85.958780
-35.589040 86.448300
-35.853000 86.939510
-36.219630 87.334870
-36.559250 87.732230
-36.900600 88.160030
-37.343200 88.493710
-37.709070 88.828220
-38.204190 89.163060
-38.647470 89.434180
-39.167450 89.706210
-39.584360 90.041940
-40.104260 90.312330
-40.625100 90.677480
-40.965210 91.012380
-41.306090 91.563850
-41.594700 91.868830
-41.858200 92.358510
-42.121660 92.848200
-42.460860 93.245750
-42.905400 93.672710
-43.243900 94.007690
-43.766460 94.433900
-44.104910 94.768920
-44.548390 95.102890
-44.964880 95.438850
-45.406870 95.772880
-45.926910 96.106170
-46.369670 96.379320
-46.786030 96.713670
-47.229630 97.079910
-47.723410 97.352630
-47.904990 97.489630
