#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.7740e-08  0.000e+00 -1.000e-06 -1.000e-06  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00 -1.000e-07
 6.7460e-08 -1.000e-05 -1.000e-06 -2.000e-06  1.000e-05  1.000e-06  1.000e-07  0.000e+00  0.000e+00 -1.000e-07
 1.2390e-07 -2.000e-05 -2.000e-06 -4.000e-06  3.000e-05  3.000e-06  1.000e-07  0.000e+00 -3.000e-08 -1.000e-07
 2.0340e-07 -3.000e-05 -4.000e-06 -6.000e-06  5.000e-05  4.000e-06  1.000e-07  0.000e+00 -5.000e-08 -2.000e-07
 3.1120e-07 -5.000e-05 -5.000e-06 -1.000e-05  7.000e-05  6.000e-06  2.000e-07  0.000e+00 -6.000e-08 -1.000e-07
 4.5390e-07 -7.000e-05 -6.000e-06 -1.300e-05  1.000e-04  9.000e-06  2.000e-07  1.000e-05 -8.000e-08  0.000e+00
 6.4240e-07 -9.000e-05 -7.000e-06 -1.800e-05  1.400e-04  1.200e-05  3.000e-07  1.000e-05 -1.400e-07  1.000e-07
 8.9100e-07 -1.200e-04 -7.000e-06 -2.400e-05  1.900e-04  1.600e-05  4.000e-07  1.000e-05 -1.800e-07  3.000e-07
 1.2190e-06 -1.600e-04 -8.000e-06 -3.000e-05  2.400e-04  2.000e-05  5.000e-07  2.000e-05 -2.300e-07  6.000e-07
 1.6500e-06 -2.000e-04 -9.000e-06 -3.800e-05  3.100e-04  2.500e-05  8.000e-07  2.000e-05 -2.900e-07  9.000e-07
 2.2180e-06 -2.500e-04 -9.000e-06 -4.700e-05  3.900e-04  3.100e-05  1.000e-06  3.000e-05 -3.400e-07  1.300e-06
 2.9620e-06 -3.100e-04 -8.000e-06 -5.800e-05  4.800e-04  3.800e-05  1.300e-06  4.000e-05 -4.100e-07  2.000e-06
 3.9390e-06 -3.800e-04 -8.000e-06 -7.000e-05  5.900e-04  4.500e-05  1.700e-06  4.000e-05 -4.400e-07  2.700e-06
 5.2220e-06 -4.600e-04 -7.000e-06 -8.400e-05  7.100e-04  5.400e-05  2.000e-06  5.000e-05 -4.800e-07  3.500e-06
 6.9060e-06 -5.500e-04 -5.000e-06 -9.900e-05  8.500e-04  6.400e-05  2.500e-06  6.000e-05 -5.000e-07  4.400e-06
 9.1210e-06 -6.500e-04 -3.000e-06 -1.160e-04  1.010e-03  7.400e-05  3.000e-06  8.000e-05 -5.100e-07  5.400e-06
 1.2030e-05 -7.600e-04  1.000e-06 -1.350e-04  1.180e-03  8.600e-05  3.600e-06  9.000e-05 -5.300e-07  6.800e-06
 1.5830e-05 -8.900e-04  4.000e-06 -1.550e-04  1.380e-03  9.800e-05  4.300e-06  1.100e-04 -5.300e-07  8.300e-06
 2.0810e-05 -1.020e-03  9.000e-06 -1.730e-04  1.590e-03  1.120e-04  5.100e-06  1.200e-04 -5.100e-07  1.010e-05
 2.7330e-05 -1.170e-03  1.400e-05 -2.030e-04  1.820e-03  1.260e-04  5.900e-06  1.400e-04 -4.900e-07  1.200e-05
 3.5820e-05 -1.330e-03  2.100e-05 -2.230e-04  2.070e-03  1.420e-04  6.900e-06  1.600e-04 -4.800e-07  1.410e-05
 4.6840e-05 -1.500e-03  2.700e-05 -2.530e-04  2.340e-03  1.580e-04  7.900e-06  1.900e-04 -4.400e-07  1.650e-05
