#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.1160e-01 -2.340e-04 -3.910e-03 -1.200e-04 -1.380e-03  5.800e-04 -1.160e-05 -8.000e-03  6.000e-06 -5.000e-05
 4.2440e-01 -4.280e-04 -7.170e-03 -2.400e-04 -2.600e-03  1.000e-03 -9.110e-05 -1.460e-02 -4.900e-05 -2.230e-04
 6.3820e-01 -5.910e-04 -9.940e-03 -3.600e-04 -3.820e-03  1.390e-03 -4.842e-04 -2.030e-02 -3.312e-04 -8.620e-04
 8.5270e-01 -7.400e-04 -1.231e-02 -4.800e-04 -4.870e-03  1.590e-03 -9.680e-05 -2.500e-02  4.600e-05 -1.150e-03
 1.0680e+00 -8.610e-04 -1.434e-02 -5.900e-04 -5.520e-03  1.810e-03 -4.220e-04 -2.870e-02 -1.310e-04 -7.930e-04
 1.2830e+00 -9.550e-04 -1.607e-02 -6.800e-04 -6.290e-03  1.950e-03 -4.072e-04 -3.210e-02 -6.060e-04 -9.700e-04
 1.4980e+00 -1.051e-03 -1.760e-02 -7.800e-04 -6.270e-03  2.120e-03 -2.814e-04 -3.410e-02  1.500e-05  9.970e-04
 1.7200e+00 -1.132e-03 -1.897e-02 -8.600e-04 -7.160e-03  2.200e-03 -2.265e-04 -3.690e-02 -1.700e-04  4.520e-04
 1.9420e+00 -1.180e-03 -2.018e-02 -9.300e-04 -7.430e-03  2.670e-03 -2.162e-04 -3.890e-02 -4.331e-04  7.160e-04
 2.1640e+00 -1.273e-03 -2.129e-02 -1.010e-03 -7.270e-03  3.120e-03  1.459e-04 -4.050e-02  2.400e-05  1.386e-03
 2.3860e+00 -1.334e-03 -2.231e-02 -1.090e-03 -8.310e-03  2.640e-03  1.170e-04 -4.250e-02  1.800e-05  1.077e-03
 2.6080e+00 -1.364e-03 -2.317e-02 -1.150e-03 -8.640e-03  3.120e-03  8.640e-05 -4.410e-02 -6.092e-04  3.960e-04
 2.8310e+00 -1.448e-03 -2.418e-02 -1.210e-03 -9.530e-03  2.560e-03 -2.113e-04 -4.630e-02 -4.963e-04  5.870e-04
 3.0530e+00  1.934e-02  3.231e-01  1.032e-01 -2.869e-01 -7.298e-01  3.057e-03  1.899e+00  4.084e-01  3.744e-02
