#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 8.3280e-06 -5.000e-05  0.000e+00 -8.000e-06  7.000e-05  6.000e-06  3.000e-07  1.000e-05 -3.000e-08  5.000e-07
 1.8530e-05 -1.000e-04  0.000e+00 -1.700e-05  1.600e-04  1.300e-05  5.000e-07  1.000e-05 -5.000e-08  1.200e-06
 3.0980e-05 -1.700e-04  0.000e+00 -2.700e-05  2.700e-04  2.100e-05  9.000e-07  2.000e-05 -8.000e-08  1.800e-06
 4.6110e-05 -2.500e-04  1.000e-06 -3.900e-05  3.900e-04  3.100e-05  1.300e-06  3.000e-05 -1.200e-07  2.600e-06
 6.4050e-05 -3.400e-04  2.000e-06 -5.200e-05  5.300e-04  4.100e-05  1.800e-06  4.000e-05 -1.500e-07  3.600e-06
 8.5090e-05 -4.300e-04  4.000e-06 -6.700e-05  6.800e-04  5.300e-05  2.300e-06  5.000e-05 -1.800e-07  4.800e-06
 1.0970e-04 -5.400e-04  6.000e-06 -8.200e-05  8.500e-04  6.600e-05  2.900e-06  7.000e-05 -2.000e-07  6.000e-06
 1.3860e-04 -6.600e-04  8.000e-06 -1.000e-04  1.030e-03  8.000e-05  3.600e-06  8.000e-05 -2.300e-07  7.400e-06
 1.7240e-04 -7.800e-04  1.100e-05 -1.180e-04  1.230e-03  9.600e-05  4.300e-06  1.000e-04 -2.300e-07  9.000e-06
 2.1210e-04 -9.200e-04  1.500e-05 -1.370e-04  1.450e-03  1.130e-04  5.000e-06  1.100e-04 -2.200e-07  1.090e-05
 2.5830e-04 -1.070e-03  1.900e-05 -1.580e-04  1.690e-03  1.310e-04  6.000e-06  1.300e-04 -2.200e-07  1.280e-05
 3.1240e-04 -1.230e-03  2.300e-05 -1.830e-04  1.940e-03  1.510e-04  6.900e-06  1.500e-04 -2.000e-07  1.500e-05
 3.7540e-04 -1.410e-03  2.900e-05 -2.030e-04  2.220e-03  1.730e-04  7.900e-06  1.700e-04 -1.500e-07  1.740e-05
 4.4910e-04 -1.590e-03  3.500e-05 -2.230e-04  2.510e-03  1.960e-04  9.000e-06  1.900e-04 -9.000e-08  2.010e-05
 5.3510e-04 -1.780e-03  4.100e-05 -2.530e-04  2.820e-03  2.210e-04  1.020e-05  2.200e-04 -3.000e-08  2.290e-05
 6.3540e-04 -1.990e-03  4.800e-05 -2.730e-04  3.150e-03  2.480e-04  1.140e-05  2.400e-04  4.000e-08  2.610e-05
 7.5270e-04 -2.210e-03  5.500e-05 -3.030e-04  3.500e-03  2.770e-04  1.280e-05  2.700e-04  1.300e-07  2.930e-05
 8.8960e-04 -2.430e-03  6.300e-05 -3.230e-04  3.870e-03  3.080e-04  1.420e-05  3.000e-04  2.300e-07  3.290e-05
 1.0490e-03 -2.670e-03  7.100e-05 -3.530e-04  4.250e-03  3.410e-04  1.590e-05  3.200e-04  3.500e-07  3.670e-05
 1.2340e-03 -2.910e-03  8.000e-05 -3.730e-04  4.650e-03  3.770e-04  1.750e-05  3.500e-04  4.600e-07  4.050e-05
 1.4490e-03 -3.160e-03  8.800e-05 -4.030e-04  5.060e-03  4.150e-04  1.930e-05  3.800e-04  6.000e-07  4.470e-05
 1.6890e-03 -3.410e-03  9.700e-05 -4.230e-04  5.480e-03  4.540e-04  2.110e-05  4.100e-04  7.300e-07  4.900e-05
 1.9550e-03 -3.650e-03  1.050e-04 -4.430e-04  5.880e-03  4.940e-04  2.280e-05  4.300e-04  8.900e-07  5.340e-05
 2.2500e-03 -3.890e-03  1.120e-04 -4.630e-04  6.290e-03  5.360e-04  2.460e-05  4.600e-04  1.070e-06  5.770e-05
 2.5760e-03 -4.120e-03  1.200e-04 -4.730e-04  6.690e-03  5.790e-04  2.660e-05  4.900e-04  1.230e-06  6.210e-05
 2.9350e-03 -4.350e-03  1.260e-04 -4.930e-04  7.080e-03  6.230e-04  2.840e-05  5.100e-04  1.420e-06  6.650e-05
 3.3290e-03 -4.570e-03  1.320e-04 -5.030e-04  7.470e-03  6.690e-04  3.030e-05  5.300e-04  1.620e-06  7.090e-05
 3.7610e-03 -4.790e-03  1.380e-04 -5.130e-04  7.860e-03  7.160e-04  3.230e-05  5.500e-04  1.810e-06  7.520e-05
 4.2350e-03 -4.990e-03  1.430e-04 -5.130e-04  8.240e-03  7.650e-04  3.430e-05  5.700e-04  2.040e-06  7.980e-05
 4.7520e-03 -5.200e-03  1.470e-04 -5.230e-04  8.610e-03  8.150e-04  3.620e-05  5.900e-04  2.280e-06  8.450e-05
 5.3170e-03 -5.390e-03  1.500e-04 -5.230e-04  8.980e-03  8.670e-04  3.840e-05  6.100e-04  2.520e-06  8.900e-05
 5.9320e-03 -5.580e-03  1.520e-04 -5.230e-04  9.350e-03  9.220e-04  4.050e-05  6.300e-04  2.760e-06  9.360e-05
 6.6020e-03 -5.770e-03  1.540e-04 -5.230e-04  9.720e-03  9.780e-04  4.250e-05  6.400e-04  3.020e-06  9.830e-05
 7.3300e-03 -5.950e-03  1.550e-04 -5.130e-04  1.008e-02  1.036e-03  4.450e-05  6.600e-04  3.300e-06  1.030e-04
 8.1200e-03 -6.120e-03  1.540e-04 -5.130e-04  1.044e-02  1.096e-03  4.670e-05  6.700e-04  3.610e-06  1.077e-04
 8.9770e-03 -6.290e-03  1.530e-04 -5.030e-04  1.079e-02  1.159e-03  4.900e-05  6.800e-04  3.910e-06  1.125e-04
 9.9010e-03 -6.450e-03  1.510e-04 -4.830e-04  1.115e-02  1.224e-03  5.140e-05  6.900e-04  4.240e-06  1.173e-04
 1.0890e-02 -6.600e-03  1.480e-04 -4.730e-04  1.150e-02  1.290e-03  5.380e-05  7.000e-04  4.590e-06  1.222e-04
 1.1950e-02 -6.750e-03  1.430e-04 -4.530e-04  1.184e-02  1.359e-03  5.620e-05  7.100e-04  4.910e-06  1.270e-04
 1.3090e-02 -6.890e-03  1.380e-04 -4.430e-04  1.219e-02  1.429e-03  5.860e-05  7.200e-04  5.260e-06  1.318e-04
 1.4310e-02 -7.030e-03  1.320e-04 -4.230e-04  1.253e-02  1.502e-03  6.100e-05  7.200e-04  5.590e-06  1.368e-04
 1.5600e-02 -7.170e-03  1.240e-04 -3.930e-04  1.288e-02  1.576e-03  6.360e-05  7.300e-04  5.950e-06  1.418e-04
 1.6990e-02 -7.300e-03  1.160e-04 -3.730e-04  1.322e-02  1.653e-03  6.630e-05  7.300e-04  6.330e-06  1.468e-04
 1.8460e-02 -7.420e-03  1.060e-04 -3.430e-04  1.356e-02  1.731e-03  6.890e-05  7.300e-04  6.700e-06  1.520e-04
 2.0030e-02 -7.550e-03  9.600e-05 -3.130e-04  1.391e-02  1.812e-03  7.150e-05  7.300e-04  7.090e-06  1.574e-04
 2.1700e-02 -7.670e-03  8.400e-05 -2.830e-04  1.425e-02  1.895e-03  7.450e-05  7.300e-04  7.480e-06  1.627e-04
 2.3470e-02 -7.780e-03  7.100e-05 -2.530e-04  1.460e-02  1.981e-03  7.720e-05  7.300e-04  7.870e-06  1.682e-04
 2.5350e-02 -7.900e-03  5.700e-05 -2.230e-04  1.495e-02  2.068e-03  8.010e-05  7.300e-04  8.260e-06  1.738e-04
 2.7340e-02 -8.010e-03  4.200e-05 -1.830e-04  1.531e-02  2.158e-03  8.290e-05  7.300e-04  8.640e-06  1.794e-04
 2.9460e-02 -8.120e-03  2.700e-05 -1.470e-04  1.567e-02  2.250e-03  8.580e-05  7.300e-04  9.030e-06  1.851e-04
 3.1690e-02 -8.240e-03  1.000e-05 -1.080e-04  1.603e-02  2.344e-03  8.890e-05  7.200e-04  9.430e-06  1.909e-04
 3.4060e-02 -8.350e-03 -8.000e-06 -6.600e-05  1.640e-02  2.441e-03  9.200e-05  7.200e-04  9.820e-06  1.967e-04
 3.6560e-02 -8.460e-03 -2.700e-05 -2.200e-05  1.677e-02  2.540e-03  9.530e-05  7.100e-04  1.023e-05  2.027e-04
 3.9200e-02 -8.560e-03 -4.700e-05  2.400e-05  1.715e-02  2.641e-03  9.840e-05  7.000e-04  1.063e-05  2.089e-04
 4.1990e-02 -8.670e-03 -6.800e-05  7.100e-05  1.754e-02  2.745e-03  1.016e-04  6.900e-04  1.102e-05  2.152e-04
 4.4920e-02 -8.780e-03 -9.000e-05  1.210e-04  1.793e-02  2.851e-03  1.051e-04  6.900e-04  1.142e-05  2.215e-04
 4.8020e-02 -8.890e-03 -1.130e-04  1.720e-04  1.833e-02  2.959e-03  1.085e-04  6.800e-04  1.178e-05  2.280e-04
 5.1280e-02 -9.000e-03 -1.370e-04  2.250e-04  1.874e-02  3.070e-03  1.120e-04  6.600e-04  1.215e-05  2.346e-04
 5.4720e-02 -9.120e-03 -1.610e-04  2.810e-04  1.916e-02  3.183e-03  1.155e-04  6.500e-04  1.252e-05  2.414e-04
 5.8330e-02 -9.230e-03 -1.870e-04  3.380e-04  1.958e-02  3.298e-03  1.192e-04  6.400e-04  1.290e-05  2.484e-04
 6.2110e-02 -9.350e-03 -2.130e-04  3.970e-04  2.001e-02  3.416e-03  1.228e-04  6.300e-04  1.325e-05  2.554e-04
 6.6060e-02 -9.460e-03 -2.400e-04  4.580e-04  2.045e-02  3.535e-03  1.265e-04  6.100e-04  1.357e-05  2.626e-04
 7.0160e-02 -9.580e-03 -2.680e-04  5.200e-04  2.089e-02  3.655e-03  1.302e-04  5.900e-04  1.390e-05  2.698e-04
 7.4440e-02 -9.700e-03 -2.960e-04  5.840e-04  2.134e-02  3.776e-03  1.339e-04  5.800e-04  1.421e-05  2.770e-04
 7.8890e-02 -9.810e-03 -3.240e-04  6.490e-04  2.180e-02  3.899e-03  1.376e-04  5.600e-04  1.449e-05  2.843e-04
 8.3510e-02 -9.940e-03 -3.530e-04  7.160e-04  2.226e-02  4.022e-03  1.413e-04  5.400e-04  1.477e-05  2.917e-04
 8.8310e-02 -1.006e-02 -3.830e-04  7.840e-04  2.272e-02  4.147e-03  1.452e-04  5.200e-04  1.500e-05  2.992e-04
 9.3300e-02 -1.018e-02 -4.130e-04  8.540e-04  2.319e-02  4.273e-03  1.490e-04  5.000e-04  1.524e-05  3.067e-04
 9.8470e-02 -1.031e-02 -4.430e-04  9.250e-04  2.367e-02  4.401e-03  1.528e-04  4.800e-04  1.547e-05  3.144e-04
 1.0380e-01 -1.044e-02 -4.740e-04  9.980e-04  2.415e-02  4.529e-03  1.565e-04  4.600e-04  1.566e-05  3.221e-04
 1.0940e-01 -1.057e-02 -5.050e-04  1.072e-03  2.464e-02  4.658e-03  1.602e-04  4.400e-04  1.584e-05  3.300e-04
 1.1520e-01 -1.070e-02 -5.360e-04  1.148e-03  2.514e-02  4.788e-03  1.640e-04  4.100e-04  1.599e-05  3.378e-04
 1.2110e-01 -1.083e-02 -5.680e-04  1.226e-03  2.564e-02  4.919e-03  1.678e-04  3.900e-04  1.613e-05  3.456e-04
 1.2730e-01 -1.097e-02 -6.000e-04  1.304e-03  2.615e-02  5.051e-03  1.715e-04  3.600e-04  1.624e-05  3.537e-04
 1.3370e-01 -1.111e-02 -6.320e-04  1.384e-03  2.667e-02  5.183e-03  1.752e-04  3.300e-04  1.631e-05  3.618e-04
 1.4030e-01 -1.125e-02 -6.640e-04  1.466e-03  2.719e-02  5.316e-03  1.789e-04  3.100e-04  1.638e-05  3.700e-04
 1.4720e-01 -1.139e-02 -6.970e-04  1.549e-03  2.772e-02  5.447e-03  1.827e-04  2.800e-04  1.640e-05  3.784e-04
 1.5420e-01 -1.154e-02 -7.290e-04  1.634e-03  2.825e-02  5.587e-03  1.864e-04  2.500e-04  1.642e-05  3.866e-04
 1.6150e-01 -1.169e-02 -7.620e-04  1.720e-03  2.879e-02  5.717e-03  1.901e-04  2.200e-04  1.642e-05  3.950e-04
 1.6910e-01 -1.184e-02 -7.950e-04  1.807e-03  2.933e-02  5.857e-03  1.937e-04  1.800e-04  1.640e-05  4.034e-04
 1.7680e-01 -1.199e-02 -8.280e-04  1.896e-03  2.988e-02  5.987e-03  1.974e-04  1.500e-04  1.634e-05  4.119e-04
 1.8490e-01 -1.215e-02 -8.610e-04  1.987e-03  3.044e-02  6.127e-03  2.010e-04  1.200e-04  1.625e-05  4.205e-04
 1.9310e-01 -1.230e-02 -8.940e-04  2.078e-03  3.100e-02  6.267e-03  2.047e-04  8.000e-05  1.614e-05  4.292e-04
 2.0170e-01 -1.246e-02 -9.270e-04  2.172e-03  3.157e-02  6.397e-03  2.082e-04  5.000e-05  1.601e-05  4.379e-04
 2.1040e-01 -1.263e-02 -9.600e-04  2.266e-03  3.214e-02  6.537e-03  2.118e-04  1.000e-05  1.583e-05  4.467e-04
 2.1940e-01 -1.279e-02 -9.930e-04  2.361e-03  3.271e-02  6.677e-03  2.153e-04 -3.000e-05  1.564e-05  4.554e-04
 2.2860e-01 -1.296e-02 -1.026e-03  2.457e-03  3.329e-02  6.807e-03  2.187e-04 -7.000e-05  1.543e-05  4.641e-04
