#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 8.3280e-06  6.000e-06 -8.000e-05  0.000e+00 -3.000e-05  7.000e-05 -3.000e-07 -2.000e-04  2.000e-06 -1.000e-06
 1.8530e-05  1.300e-05 -1.600e-04  1.000e-05 -6.000e-05  1.600e-04 -7.000e-07 -3.000e-04  3.000e-06 -3.000e-06
 3.0980e-05  2.200e-05 -2.700e-04  1.000e-05 -1.000e-04  2.500e-04 -1.200e-06 -5.000e-04  4.000e-06 -5.000e-06
 4.6110e-05  3.200e-05 -3.900e-04  2.000e-05 -1.500e-04  3.700e-04 -1.700e-06 -8.000e-04  5.000e-06 -7.000e-06
 6.4050e-05  4.300e-05 -5.200e-04  3.000e-05 -2.000e-04  5.000e-04 -2.300e-06 -1.100e-03  7.000e-06 -9.000e-06
 8.5090e-05  5.600e-05 -6.800e-04  3.000e-05 -2.500e-04  6.500e-04 -3.000e-06 -1.400e-03  9.000e-06 -1.200e-05
 1.0970e-04  7.000e-05 -8.500e-04  4.000e-05 -3.100e-04  8.200e-04 -3.800e-06 -1.800e-03  1.100e-05 -1.500e-05
 1.3860e-04  8.600e-05 -1.030e-03  4.000e-05 -3.800e-04  1.010e-03 -4.700e-06 -2.100e-03  1.400e-05 -1.900e-05
 1.7240e-04  1.040e-04 -1.240e-03  5.000e-05 -4.500e-04  1.220e-03 -5.700e-06 -2.600e-03  1.600e-05 -2.200e-05
 2.1210e-04  1.240e-04 -1.460e-03  5.000e-05 -5.200e-04  1.450e-03 -6.700e-06 -3.000e-03  1.900e-05 -2.700e-05
 2.5830e-04  1.460e-04 -1.710e-03  5.000e-05 -6.100e-04  1.700e-03 -7.900e-06 -3.600e-03  2.300e-05 -3.200e-05
 3.1240e-04  1.710e-04 -1.970e-03  5.000e-05 -6.900e-04  1.980e-03 -9.300e-06 -4.100e-03  2.600e-05 -3.700e-05
 3.7540e-04  1.980e-04 -2.260e-03  5.000e-05 -7.800e-04  2.280e-03 -1.070e-05 -4.700e-03  3.000e-05 -4.300e-05
 4.4910e-04  2.270e-04 -2.560e-03  5.000e-05 -8.800e-04  2.610e-03 -1.230e-05 -5.400e-03  3.500e-05 -4.900e-05
 5.3510e-04  2.600e-04 -2.890e-03  5.000e-05 -9.800e-04  2.960e-03 -1.400e-05 -6.100e-03  3.900e-05 -5.600e-05
 6.3540e-04  2.960e-04 -3.240e-03  4.000e-05 -1.090e-03  3.340e-03 -1.590e-05 -6.900e-03  4.500e-05 -6.300e-05
