#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.7780e-02 -1.900e-04 -2.750e-04 -2.220e-04 -3.000e-06  1.300e-04 -2.800e-06  2.300e-04 -3.900e-06 -4.000e-06
 5.5560e-02 -3.700e-04 -5.420e-04 -4.410e-04 -5.000e-06  2.600e-04 -5.500e-06  4.600e-04 -7.700e-06 -7.900e-06
 8.3330e-02 -5.400e-04 -8.010e-04 -6.550e-04 -5.000e-06  3.900e-04 -8.100e-06  6.700e-04 -1.140e-05 -1.180e-05
 1.1110e-01 -7.000e-04 -1.052e-03 -8.670e-04 -2.000e-06  5.100e-04 -1.060e-05  8.800e-04 -1.500e-05 -1.550e-05
 1.3890e-01 -8.600e-04 -1.295e-03 -1.075e-03  2.000e-06  6.300e-04 -1.310e-05  1.080e-03 -1.850e-05 -1.930e-05
 1.6670e-01 -1.010e-03 -1.531e-03 -1.280e-03  7.000e-06  7.500e-04 -1.540e-05  1.280e-03 -2.190e-05 -2.320e-05
 1.9440e-01 -1.150e-03 -1.761e-03 -1.482e-03  1.500e-05  8.600e-04 -1.770e-05  1.470e-03 -2.520e-05 -2.690e-05
 2.2220e-01 -1.290e-03 -1.984e-03 -1.681e-03  2.300e-05  9.700e-04 -2.000e-05  1.650e-03 -2.850e-05 -3.060e-05
 2.5000e-01 -1.420e-03 -2.200e-03 -1.877e-03  3.300e-05  1.080e-03 -2.210e-05  1.830e-03 -3.160e-05 -3.420e-05
 2.7780e-01 -1.540e-03 -2.411e-03 -2.070e-03  4.400e-05  1.190e-03 -2.420e-05  2.010e-03 -3.470e-05 -3.780e-05
 3.0560e-01 -1.660e-03 -2.615e-03 -2.260e-03  5.700e-05  1.290e-03 -2.620e-05  2.170e-03 -3.770e-05 -4.130e-05
 3.3330e-01 -1.780e-03 -2.814e-03 -2.448e-03  7.000e-05  1.390e-03 -2.820e-05  2.340e-03 -4.060e-05 -4.490e-05
 3.6110e-01 -1.890e-03 -3.007e-03 -2.633e-03  8.500e-05  1.480e-03 -3.020e-05  2.500e-03 -4.340e-05 -4.830e-05
 3.8890e-01 -1.990e-03 -3.195e-03 -2.816e-03  1.000e-04  1.580e-03 -3.200e-05  2.650e-03 -4.620e-05 -5.170e-05
 4.1670e-01 -2.090e-03 -3.378e-03 -2.996e-03  1.160e-04  1.670e-03 -3.380e-05  2.810e-03 -4.890e-05 -5.520e-05
 4.4440e-01 -2.180e-03 -3.556e-03 -3.173e-03  1.330e-04  1.760e-03 -3.550e-05  2.950e-03 -5.160e-05 -5.870e-05
 4.7220e-01 -2.270e-03 -3.730e-03 -3.345e-03  1.500e-04  1.850e-03 -3.720e-05  3.100e-03 -5.420e-05 -6.190e-05
 5.0000e-01 -2.360e-03 -3.899e-03 -3.525e-03  1.680e-04  1.930e-03 -3.890e-05  3.240e-03 -5.660e-05 -6.530e-05
 5.2780e-01 -2.440e-03 -4.063e-03 -3.695e-03  1.870e-04  2.010e-03 -4.040e-05  3.370e-03 -5.900e-05 -6.850e-05
 5.5560e-01 -2.520e-03 -4.219e-03 -3.855e-03  2.060e-04  2.090e-03 -4.190e-05  3.510e-03 -6.140e-05 -7.160e-05
 5.8330e-01 -2.590e-03 -4.379e-03 -4.025e-03  2.260e-04  2.170e-03 -4.340e-05  3.640e-03 -6.370e-05 -7.480e-05
 6.1110e-01 -2.660e-03 -4.529e-03 -4.195e-03  2.460e-04  2.250e-03 -4.480e-05  3.760e-03 -6.600e-05 -7.800e-05
 6.3890e-01 -2.730e-03 -4.679e-03 -4.355e-03  2.660e-04  2.320e-03 -4.620e-05  3.890e-03 -6.820e-05 -8.110e-05
 6.6670e-01 -2.790e-03 -4.819e-03 -4.515e-03  2.867e-04  2.390e-03 -4.750e-05  4.010e-03 -7.040e-05 -8.420e-05
 6.9440e-01 -2.850e-03 -4.959e-03 -4.665e-03  3.076e-04  2.470e-03 -4.880e-05  4.120e-03 -7.240e-05 -8.730e-05
 7.2220e-01 -2.910e-03 -5.099e-03 -4.825e-03  3.288e-04  2.530e-03 -5.000e-05  4.240e-03 -7.450e-05 -9.030e-05
 7.5000e-01 -2.970e-03 -5.229e-03 -4.975e-03  3.502e-04  2.600e-03 -5.120e-05  4.350e-03 -7.640e-05 -9.330e-05
 7.7780e-01 -3.020e-03 -5.359e-03 -5.135e-03  3.717e-04  2.670e-03 -5.250e-05  4.460e-03 -7.840e-05 -9.640e-05
 8.0560e-01 -3.070e-03 -5.489e-03 -5.285e-03  3.934e-04  2.730e-03 -5.360e-05  4.570e-03 -8.030e-05 -9.930e-05
 8.3330e-01 -3.110e-03 -5.619e-03 -5.425e-03  4.153e-04  2.790e-03 -5.480e-05  4.680e-03 -8.210e-05 -1.021e-04
 8.6110e-01 -3.150e-03 -5.739e-03 -5.575e-03  4.371e-04  2.850e-03 -5.600e-05  4.780e-03 -8.390e-05 -1.049e-04
 8.8890e-01 -3.190e-03 -5.849e-03 -5.715e-03  4.590e-04  2.910e-03 -5.710e-05  4.880e-03 -8.570e-05 -1.078e-04
 9.1670e-01 -3.230e-03 -5.969e-03 -5.865e-03  4.810e-04  2.970e-03 -5.810e-05  4.980e-03 -8.740e-05 -1.106e-04
 9.4440e-01 -3.270e-03 -6.079e-03 -6.005e-03  5.029e-04  3.030e-03 -5.910e-05  5.080e-03 -8.900e-05 -1.133e-04
 9.7220e-01 -3.300e-03 -6.189e-03 -6.145e-03  5.248e-04  3.080e-03 -6.010e-05  5.170e-03 -9.070e-05 -1.161e-04
 1.0000e+00 -3.330e-03 -6.299e-03 -6.285e-03  5.467e-04  3.140e-03 -6.110e-05  5.260e-03 -9.230e-05 -1.189e-04
 1.0280e+00 -3.360e-03 -6.399e-03 -6.415e-03  5.686e-04  3.190e-03 -6.210e-05  5.360e-03 -9.380e-05 -1.217e-04
 1.0560e+00 -3.390e-03 -6.499e-03 -6.555e-03  5.905e-04  3.240e-03 -6.300e-05  5.450e-03 -9.530e-05 -1.243e-04
 1.0830e+00 -3.420e-03 -6.599e-03 -6.685e-03  6.121e-04  3.290e-03 -6.390e-05  5.530e-03 -9.680e-05 -1.270e-04
 1.1110e+00 -3.440e-03 -6.699e-03 -6.815e-03  6.337e-04  3.340e-03 -6.480e-05  5.620e-03 -9.820e-05 -1.296e-04
 1.1390e+00 -3.460e-03 -6.789e-03 -6.945e-03  6.551e-04  3.390e-03 -6.570e-05  5.700e-03 -9.970e-05 -1.322e-04
 1.1670e+00 -3.480e-03 -6.879e-03 -7.075e-03  6.765e-04  3.430e-03 -6.650e-05  5.790e-03 -1.010e-04 -1.347e-04
 1.1940e+00 -3.500e-03 -6.969e-03 -7.195e-03  6.977e-04  3.480e-03 -6.730e-05  5.870e-03 -1.024e-04 -1.374e-04
 1.2220e+00 -3.520e-03 -7.059e-03 -7.325e-03  7.189e-04  3.520e-03 -6.810e-05  5.950e-03 -1.037e-04 -1.399e-04
 1.2500e+00 -3.530e-03 -7.149e-03 -7.445e-03  7.397e-04  3.560e-03 -6.880e-05  6.030e-03 -1.050e-04 -1.424e-04
 1.2780e+00 -3.550e-03 -7.229e-03 -7.565e-03  7.605e-04  3.610e-03 -6.950e-05  6.100e-03 -1.063e-04 -1.448e-04
 1.3060e+00 -3.560e-03 -7.309e-03 -7.685e-03  7.812e-04  3.650e-03 -7.030e-05  6.180e-03 -1.075e-04 -1.472e-04
 1.3330e+00 -3.570e-03 -7.389e-03 -7.805e-03  8.017e-04  3.690e-03 -7.100e-05  6.250e-03 -1.087e-04 -1.496e-04
 1.3610e+00 -3.580e-03 -7.469e-03 -7.925e-03  8.220e-04  3.730e-03 -7.170e-05  6.330e-03 -1.099e-04 -1.519e-04
 1.3890e+00 -3.590e-03 -7.549e-03 -8.045e-03  8.419e-04  3.770e-03 -7.230e-05  6.400e-03 -1.110e-04 -1.543e-04
 1.4170e+00 -3.590e-03 -7.619e-03 -8.155e-03  8.618e-04  3.800e-03 -7.300e-05  6.470e-03 -1.122e-04 -1.567e-04
 1.4440e+00 -3.600e-03 -7.689e-03 -8.275e-03  8.814e-04  3.840e-03 -7.350e-05  6.540e-03 -1.133e-04 -1.590e-04
 1.4720e+00 -3.600e-03 -7.759e-03 -8.385e-03  9.009e-04  3.880e-03 -7.420e-05  6.610e-03 -1.144e-04 -1.612e-04
