#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 3.6090e-04  1.000e-06  0.000e+00  1.000e-06 -2.000e-06  4.000e-06 -1.000e-08 -1.000e-05  0.000e+00 -2.000e-07
 7.2170e-04  1.000e-06 -1.000e-05  2.000e-06 -3.000e-06  8.000e-06 -2.000e-08 -1.000e-05 -1.000e-08 -3.000e-07
 1.0820e-03  1.000e-06 -2.000e-05  3.000e-06 -5.000e-06  1.100e-05 -3.000e-08 -2.000e-05  2.000e-08 -5.000e-07
 1.4430e-03  2.000e-06 -3.000e-05  4.000e-06 -6.000e-06  1.500e-05 -4.000e-08 -3.000e-05  0.000e+00 -6.000e-07
 1.8040e-03  2.000e-06 -4.000e-05  5.000e-06 -8.000e-06  1.900e-05 -5.000e-08 -4.000e-05  3.000e-08 -7.000e-07
 2.1640e-03  2.000e-06 -5.000e-05  6.000e-06 -9.000e-06  2.300e-05 -6.000e-08 -5.000e-05  6.000e-08 -8.000e-07
 2.5250e-03  3.000e-06 -5.000e-05  7.000e-06 -1.100e-05  2.600e-05 -6.000e-08 -5.000e-05  9.000e-08 -9.000e-07
 2.8850e-03  3.000e-06 -6.000e-05  8.000e-06 -1.200e-05  3.000e-05 -7.000e-08 -6.000e-05  1.200e-07 -1.100e-06
 3.2460e-03  3.000e-06 -7.000e-05  9.000e-06 -1.300e-05  3.400e-05 -7.000e-08 -7.000e-05  1.400e-07 -1.200e-06
 3.6060e-03  3.000e-06 -8.000e-05  1.000e-05 -1.500e-05  3.700e-05 -8.000e-08 -8.000e-05  1.200e-07 -1.300e-06
 3.9660e-03  4.000e-06 -8.000e-05  1.100e-05 -1.600e-05  4.100e-05 -1.000e-07 -8.000e-05  1.400e-07 -1.400e-06
 4.3270e-03  4.000e-06 -9.000e-05  1.200e-05 -1.800e-05  4.400e-05 -1.000e-07 -9.000e-05  1.600e-07 -1.600e-06
 4.6870e-03  4.000e-06 -1.000e-04  1.300e-05 -1.900e-05  4.800e-05 -1.100e-07 -1.000e-04  1.800e-07 -1.700e-06
 5.0470e-03  5.000e-06 -1.100e-04  1.400e-05 -2.000e-05  5.100e-05 -1.100e-07 -1.000e-04  2.000e-07 -1.800e-06
 5.4070e-03  5.000e-06 -1.100e-04  1.500e-05 -2.200e-05  5.500e-05 -1.100e-07 -1.100e-04  2.200e-07 -1.900e-06
 5.7670e-03  5.000e-06 -1.200e-04  1.600e-05 -2.300e-05  5.800e-05 -1.200e-07 -1.200e-04  2.400e-07 -2.000e-06
 6.1270e-03  6.000e-06 -1.300e-04  1.700e-05 -2.400e-05  6.100e-05 -1.300e-07 -1.300e-04  2.500e-07 -2.100e-06
 6.4880e-03  6.000e-06 -1.400e-04  1.700e-05 -2.600e-05  6.500e-05 -1.300e-07 -1.300e-04  3.200e-07 -2.300e-06
 6.8480e-03  6.000e-06 -1.400e-04  1.800e-05 -2.700e-05  6.800e-05 -1.300e-07 -1.400e-04  3.800e-07 -2.400e-06
