#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.7780e-02  6.700e-05 -4.100e-04  2.190e-04 -2.100e-05  7.600e-05  3.900e-07 -1.800e-04 -6.000e-08  3.600e-06
 5.5560e-02  1.300e-04 -7.900e-04  4.360e-04 -4.300e-05  1.470e-04  7.700e-07 -3.400e-04 -8.000e-08  7.300e-06
 8.3330e-02  1.900e-04 -1.160e-03  6.500e-04 -6.600e-05  2.120e-04  1.120e-06 -5.100e-04 -1.000e-07  1.100e-05
 1.1110e-01  2.460e-04 -1.510e-03  8.630e-04 -9.000e-05  2.720e-04  1.420e-06 -6.600e-04  2.000e-08  1.470e-05
 1.3890e-01  2.990e-04 -1.840e-03  1.074e-03 -1.150e-04  3.270e-04  1.690e-06 -8.200e-04  1.300e-07  1.840e-05
 1.6670e-01  3.490e-04 -2.160e-03  1.283e-03 -1.420e-04  3.780e-04  1.940e-06 -9.600e-04  2.300e-07  2.210e-05
 1.9440e-01  3.950e-04 -2.470e-03  1.491e-03 -1.700e-04  4.240e-04  2.160e-06 -1.100e-03  3.400e-07  2.580e-05
 2.2220e-01  4.390e-04 -2.760e-03  1.697e-03 -2.000e-04  4.660e-04  2.340e-06 -1.240e-03  5.200e-07  2.960e-05
 2.5000e-01  4.800e-04 -3.040e-03  1.902e-03 -2.300e-04  5.040e-04  2.510e-06 -1.370e-03  7.900e-07  3.330e-05
 2.7780e-01  5.180e-04 -3.300e-03  2.105e-03 -2.620e-04  5.380e-04  2.650e-06 -1.500e-03  9.400e-07  3.710e-05
 3.0560e-01  5.540e-04 -3.550e-03  2.308e-03 -2.950e-04  5.690e-04  2.760e-06 -1.630e-03  1.140e-06  4.090e-05
 3.3330e-01  5.870e-04 -3.800e-03  2.509e-03 -3.290e-04  5.960e-04  2.870e-06 -1.750e-03  1.500e-06  4.470e-05
 3.6110e-01  6.180e-04 -4.030e-03  2.709e-03 -3.640e-04  6.200e-04  2.950e-06 -1.870e-03  1.810e-06  4.850e-05
 3.8890e-01  6.470e-04 -4.250e-03  2.908e-03 -4.010e-04  6.410e-04  3.010e-06 -1.990e-03  2.080e-06  5.230e-05
 4.1670e-01  6.740e-04 -4.460e-03  3.106e-03 -4.380e-04  6.590e-04  3.050e-06 -2.100e-03  2.410e-06  5.600e-05
 4.4440e-01  7.000e-04 -4.660e-03  3.303e-03 -4.760e-04  6.740e-04  3.080e-06 -2.210e-03  2.780e-06  5.980e-05
 4.7220e-01  7.230e-04 -4.850e-03  3.499e-03 -5.160e-04  6.870e-04  3.050e-06 -2.320e-03  3.130e-06  6.350e-05
 5.0000e-01  7.450e-04 -5.030e-03  3.694e-03 -5.560e-04  6.970e-04  3.040e-06 -2.430e-03  3.530e-06  6.740e-05
 5.2780e-01  7.650e-04 -5.210e-03  3.888e-03 -5.970e-04  7.050e-04  3.020e-06 -2.530e-03  3.970e-06  7.110e-05
 5.5560e-01  7.830e-04 -5.370e-03  4.081e-03 -6.390e-04  7.110e-04  2.970e-06 -2.630e-03  4.410e-06  7.480e-05
 5.8330e-01  8.010e-04 -5.530e-03  4.274e-03 -6.820e-04  7.140e-04  2.890e-06 -2.740e-03  4.830e-06  7.850e-05
 6.1110e-01  8.170e-04 -5.680e-03  4.465e-03 -7.250e-04  7.160e-04  2.800e-06 -2.830e-03  5.320e-06  8.230e-05
 6.3890e-01  8.320e-04 -5.830e-03  4.656e-03 -7.690e-04  7.150e-04  2.720e-06 -2.930e-03  5.780e-06  8.608e-05
 6.6670e-01  8.450e-04 -5.960e-03  4.846e-03 -8.140e-04  7.130e-04  2.610e-06 -3.030e-03  6.250e-06  8.979e-05
 6.9440e-01  8.580e-04 -6.090e-03  5.035e-03 -8.600e-04  7.100e-04  2.490e-06 -3.120e-03  6.710e-06  9.347e-05
 7.2220e-01  8.700e-04 -6.220e-03  5.223e-03 -9.060e-04  7.050e-04  2.370e-06 -3.210e-03  7.200e-06  9.710e-05
 7.5000e-01  8.800e-04 -6.340e-03  5.410e-03 -9.530e-04  6.980e-04  2.230e-06 -3.310e-03  7.620e-06  1.008e-04
 7.7780e-01  8.900e-04 -6.450e-03  5.600e-03 -1.000e-03  6.900e-04  2.050e-06 -3.400e-03  8.160e-06  1.045e-04
 8.0560e-01  9.000e-04 -6.550e-03  5.780e-03 -1.048e-03  6.810e-04  1.880e-06 -3.490e-03  8.620e-06  1.082e-04
 8.3330e-01  9.080e-04 -6.660e-03  5.970e-03 -1.096e-03  6.700e-04  1.700e-06 -3.570e-03  9.160e-06  1.119e-04
 8.6110e-01  9.160e-04 -6.750e-03  6.150e-03 -1.145e-03  6.580e-04  1.520e-06 -3.660e-03  9.650e-06  1.155e-04
 8.8890e-01  9.240e-04 -6.850e-03  6.330e-03 -1.194e-03  6.460e-04  1.320e-06 -3.750e-03  1.021e-05  1.192e-04
 9.1670e-01  9.310e-04 -6.930e-03  6.520e-03 -1.243e-03  6.320e-04  1.110e-06 -3.830e-03  1.074e-05  1.230e-04
 9.4440e-01  9.370e-04 -7.020e-03  6.700e-03 -1.293e-03  6.180e-04  8.900e-07 -3.920e-03  1.128e-05  1.268e-04
 9.7220e-01  9.430e-04 -7.090e-03  6.880e-03 -1.343e-03  6.020e-04  6.700e-07 -4.000e-03  1.184e-05  1.304e-04
 1.0000e+00  9.490e-04 -7.170e-03  7.060e-03 -1.393e-03  5.860e-04  4.300e-07 -4.090e-03  1.240e-05  1.341e-04
 1.0280e+00  9.540e-04 -7.240e-03  7.240e-03 -1.443e-03  5.690e-04  2.000e-07 -4.170e-03  1.289e-05  1.377e-04
 1.0560e+00  9.590e-04 -7.310e-03  7.420e-03 -1.494e-03  5.510e-04 -3.000e-08 -4.250e-03  1.342e-05  1.414e-04
 1.0830e+00  9.640e-04 -7.370e-03  7.590e-03 -1.545e-03  5.330e-04 -2.800e-07 -4.330e-03  1.400e-05  1.449e-04
 1.1110e+00  9.690e-04 -7.430e-03  7.770e-03 -1.596e-03  5.140e-04 -5.400e-07 -4.410e-03  1.465e-05  1.484e-04
 1.1390e+00  9.730e-04 -7.490e-03  7.940e-03 -1.647e-03  4.940e-04 -8.000e-07 -4.490e-03  1.528e-05  1.521e-04
 1.1670e+00  9.780e-04 -7.540e-03  8.120e-03 -1.698e-03  4.740e-04 -1.060e-06 -4.570e-03  1.580e-05  1.556e-04
 1.1940e+00  9.820e-04 -7.590e-03  8.290e-03 -1.750e-03  4.540e-04 -1.320e-06 -4.650e-03  1.633e-05  1.591e-04
 1.2220e+00  9.870e-04 -7.640e-03  8.470e-03 -1.801e-03  4.330e-04 -1.590e-06 -4.730e-03  1.698e-05  1.627e-04
 1.2500e+00  9.910e-04 -7.680e-03  8.640e-03 -1.852e-03  4.120e-04 -1.880e-06 -4.810e-03  1.756e-05  1.662e-04
 1.2780e+00  9.950e-04 -7.730e-03  8.810e-03 -1.904e-03  3.900e-04 -2.160e-06 -4.880e-03  1.817e-05  1.697e-04
 1.3060e+00  9.990e-04 -7.760e-03  8.980e-03 -1.955e-03  3.680e-04 -2.450e-06 -4.960e-03  1.875e-05  1.732e-04
