#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 5.0000e-02 -3.200e-03  1.216e-03 -8.000e-04  2.300e-03 -2.420e-03 -6.000e-06  2.600e-03  3.300e-05  3.300e-05
 1.0000e-01 -6.100e-03  2.355e-03 -1.540e-03  4.500e-03 -4.660e-03 -9.000e-06  5.100e-03  6.370e-05  6.500e-05
 1.5000e-01 -8.700e-03  3.422e-03 -2.240e-03  6.600e-03 -6.750e-03 -1.000e-05  7.500e-03  9.210e-05  9.500e-05
 2.0000e-01 -1.120e-02  4.425e-03 -2.890e-03  8.500e-03 -8.690e-03 -9.000e-06  9.700e-03  1.186e-04  1.240e-04
 2.5000e-01 -1.340e-02  5.367e-03 -3.500e-03  1.030e-02 -1.049e-02 -7.000e-06  1.180e-02  1.431e-04  1.530e-04
 3.0000e-01 -1.550e-02  6.258e-03 -4.090e-03  1.200e-02 -1.217e-02 -4.000e-06  1.390e-02  1.659e-04  1.800e-04
 3.5000e-01 -1.740e-02  7.088e-03 -4.630e-03  1.370e-02 -1.374e-02  0.000e+00  1.580e-02  1.872e-04  2.060e-04
 4.0000e-01 -1.910e-02  7.878e-03 -5.160e-03  1.520e-02 -1.520e-02  5.000e-06  1.760e-02  2.069e-04  2.320e-04
 4.5000e-01 -2.070e-02  8.618e-03 -5.650e-03  1.670e-02 -1.657e-02  1.100e-05  1.940e-02  2.254e-04  2.570e-04
 5.0000e-01 -2.230e-02  9.328e-03 -6.120e-03  1.810e-02 -1.784e-02  1.700e-05  2.110e-02  2.427e-04  2.800e-04
 5.5000e-01 -2.370e-02  9.988e-03 -6.570e-03  1.940e-02 -1.903e-02  2.400e-05  2.280e-02  2.587e-04  3.030e-04
 6.0000e-01 -2.500e-02  1.062e-02 -7.000e-03  2.060e-02 -2.015e-02  3.000e-05  2.440e-02  2.738e-04  3.250e-04
 6.5000e-01 -2.630e-02  1.122e-02 -7.410e-03  2.180e-02 -2.119e-02  3.600e-05  2.590e-02  2.879e-04  3.460e-04
 7.0000e-01 -2.740e-02  1.179e-02 -7.810e-03  2.300e-02 -2.217e-02  4.300e-05  2.740e-02  3.011e-04  3.670e-04
 7.5000e-01 -2.850e-02  1.233e-02 -8.190e-03  2.410e-02 -2.308e-02  5.000e-05  2.880e-02  3.134e-04  3.860e-04
 8.0000e-01 -2.960e-02  1.285e-02 -8.550e-03  2.510e-02 -2.394e-02  5.700e-05  3.010e-02  3.251e-04  4.060e-04
 8.5000e-01 -3.050e-02  1.334e-02 -8.900e-03  2.610e-02 -2.475e-02  6.300e-05  3.150e-02  3.360e-04  4.240e-04
 9.0000e-01 -3.150e-02  1.380e-02 -9.230e-03  2.710e-02 -2.551e-02  6.900e-05  3.280e-02  3.461e-04  4.420e-04
 9.5000e-01 -3.230e-02  1.425e-02 -9.560e-03  2.800e-02 -2.622e-02  7.500e-05  3.400e-02  3.557e-04  4.590e-04
 1.0000e+00 -3.320e-02  1.467e-02 -9.870e-03  2.890e-02 -2.689e-02  8.100e-05  3.520e-02  3.647e-04  4.760e-04
 1.0500e+00 -3.400e-02  1.508e-02 -1.017e-02  2.970e-02 -2.753e-02  8.700e-05  3.630e-02  3.731e-04  4.930e-04
 1.1000e+00 -3.470e-02  1.547e-02 -1.046e-02  3.050e-02 -2.812e-02  9.200e-05  3.750e-02  3.811e-04  5.090e-04
 1.1500e+00 -3.540e-02  1.584e-02 -1.073e-02  3.130e-02 -2.869e-02  9.700e-05  3.850e-02  3.884e-04  5.240e-04
 1.2000e+00 -3.610e-02  1.620e-02 -1.100e-02  3.210e-02 -2.922e-02  1.030e-04  3.960e-02  3.955e-04  5.380e-04
 1.2500e+00 -3.680e-02  1.654e-02 -1.126e-02  3.280e-02 -2.972e-02  1.070e-04  4.060e-02  4.022e-04  5.530e-04
 1.3000e+00 -3.740e-02  1.686e-02 -1.152e-02  3.350e-02 -3.019e-02  1.120e-04  4.160e-02  4.084e-04  5.670e-04
 1.3500e+00 -3.800e-02  1.718e-02 -1.176e-02  3.420e-02 -3.064e-02  1.170e-04  4.250e-02  4.143e-04  5.800e-04
 1.4000e+00 -3.850e-02  1.748e-02 -1.199e-02  3.480e-02 -3.107e-02  1.210e-04  4.350e-02  4.198e-04  5.930e-04
 1.4500e+00 -3.910e-02  1.777e-02 -1.222e-02  3.540e-02 -3.147e-02  1.250e-04  4.440e-02  4.249e-04  6.050e-04
 1.5000e+00 -3.960e-02  1.805e-02 -1.244e-02  3.610e-02 -3.185e-02  1.290e-04  4.520e-02  4.298e-04  6.170e-04
 1.5500e+00 -4.010e-02  1.831e-02 -1.265e-02  3.660e-02 -3.221e-02  1.320e-04  4.610e-02  4.344e-04  6.280e-04
