#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.3940e-04 -6.000e-05  8.000e-06  2.000e-05  1.000e-05 -1.300e-05 -4.000e-07 -2.000e-05 -1.200e-07  3.000e-07
 5.4130e-04 -1.300e-04  1.700e-05  4.000e-05  2.000e-05 -2.800e-05 -8.000e-07 -4.000e-05 -2.800e-07  6.000e-07
 9.1820e-04 -2.000e-04  2.800e-05  7.000e-05  3.000e-05 -4.600e-05 -1.200e-06 -7.000e-05 -4.700e-07  1.100e-06
 1.3830e-03 -2.800e-04  4.100e-05  9.000e-05  4.000e-05 -6.600e-05 -1.800e-06 -9.000e-05 -7.200e-07  1.600e-06
 1.9490e-03 -3.600e-04  5.400e-05  1.200e-04  4.000e-05 -8.800e-05 -2.300e-06 -1.200e-04 -9.700e-07  2.100e-06
 2.6330e-03 -4.500e-04  7.000e-05  1.600e-04  4.000e-05 -1.120e-04 -2.900e-06 -1.500e-04 -1.270e-06  2.700e-06
 3.4530e-03 -5.500e-04  8.600e-05  1.900e-04  3.000e-05 -1.390e-04 -3.600e-06 -1.800e-04 -1.580e-06  3.100e-06
 4.4280e-03 -6.400e-04  1.050e-04  2.300e-04  2.000e-05 -1.690e-04 -4.200e-06 -2.200e-04 -1.930e-06  3.600e-06
 5.5800e-03 -7.500e-04  1.240e-04  2.700e-04  0.000e+00 -2.010e-04 -4.800e-06 -2.500e-04 -2.300e-06  4.000e-06
 6.9340e-03 -8.500e-04  1.450e-04  3.100e-04 -2.000e-05 -2.360e-04 -5.500e-06 -2.900e-04 -2.700e-06  4.400e-06
 8.5190e-03 -9.600e-04  1.680e-04  3.500e-04 -5.000e-05 -2.730e-04 -6.000e-06 -3.300e-04 -3.120e-06  4.800e-06
 1.0370e-02 -1.070e-03  1.920e-04  3.900e-04 -8.000e-05 -3.140e-04 -6.500e-06 -3.700e-04 -3.560e-06  5.200e-06
 1.2510e-02 -1.180e-03  2.170e-04  4.330e-04 -1.200e-04 -3.580e-04 -6.900e-06 -4.100e-04 -4.020e-06  5.500e-06
 1.5000e-02 -1.300e-03  2.440e-04  4.770e-04 -1.700e-04 -4.040e-04 -7.300e-06 -4.500e-04 -4.480e-06  5.800e-06
