#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 2.3940e-04 -1.000e-05 -1.000e-06  1.000e-06 -5.400e-05  0.000e+00 -1.000e-07  1.000e-05  1.000e-07 -5.000e-07
 5.4130e-04 -3.000e-05 -3.000e-06  2.000e-06 -1.140e-04  1.000e-05 -2.000e-07  2.000e-05  2.000e-07 -1.200e-06
 9.1820e-04 -5.000e-05 -5.000e-06  2.000e-06 -1.810e-04  2.000e-05 -5.000e-07  3.000e-05  2.000e-07 -1.900e-06
 1.3830e-03 -7.000e-05 -7.000e-06  1.000e-06 -2.520e-04  3.000e-05 -7.000e-07  4.000e-05  3.000e-07 -2.700e-06
 1.9490e-03 -9.000e-05 -9.000e-06  0.000e+00 -3.280e-04  4.000e-05 -9.000e-07  4.000e-05  2.000e-07 -3.600e-06
 2.6330e-03 -1.100e-04 -1.300e-05 -3.000e-06 -4.080e-04  6.000e-05 -1.000e-06  5.000e-05  0.000e+00 -4.700e-06
 3.4530e-03 -1.400e-04 -1.600e-05 -8.000e-06 -4.900e-04  7.000e-05 -1.300e-06  5.000e-05 -2.000e-07 -5.800e-06
 4.4280e-03 -1.600e-04 -2.100e-05 -1.300e-05 -5.730e-04  9.000e-05 -1.400e-06  5.000e-05 -6.000e-07 -7.100e-06
 5.5800e-03 -1.900e-04 -2.600e-05 -2.100e-05 -6.580e-04  1.000e-04 -1.600e-06  5.000e-05 -1.100e-06 -8.300e-06
 6.9340e-03 -2.100e-04 -3.200e-05 -3.100e-05 -7.430e-04  1.200e-04 -1.700e-06  4.000e-05 -1.700e-06 -9.700e-06
 8.5190e-03 -2.400e-04 -3.800e-05 -4.200e-05 -8.270e-04  1.400e-04 -1.800e-06  3.000e-05 -2.500e-06 -1.130e-05
 1.0370e-02 -2.700e-04 -4.600e-05 -5.600e-05 -9.100e-04  1.600e-04 -1.800e-06  2.000e-05 -3.500e-06 -1.280e-05
 1.2510e-02 -3.000e-04 -5.400e-05 -7.300e-05 -9.920e-04  1.800e-04 -1.900e-06  1.000e-05 -4.600e-06 -1.450e-05
 1.5000e-02 -3.300e-04 -6.400e-05 -9.200e-05 -1.071e-03  1.900e-04 -1.900e-06 -1.000e-05 -5.800e-06 -1.630e-05
 1.7860e-02 -3.600e-04 -7.500e-05 -1.140e-04 -1.148e-03  2.100e-04 -1.900e-06 -3.000e-05 -7.300e-06 -1.810e-05
 2.1170e-02 -4.000e-04 -8.700e-05 -1.390e-04 -1.223e-03  2.300e-04 -2.000e-06 -6.000e-05 -8.900e-06 -2.010e-05
