#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 3.6370e-03  4.000e-06 -1.000e-05 -1.000e-06  0.000e+00  3.000e-06  2.000e-08  0.000e+00  1.000e-08 -1.000e-07
 8.3610e-03  8.000e-06 -2.000e-05 -2.000e-06  1.000e-06  6.000e-06  3.000e-08  0.000e+00  7.000e-08 -2.000e-07
 1.4350e-02  1.300e-05 -3.000e-05 -2.000e-06  3.000e-06  1.000e-05  7.000e-08  1.000e-05  1.000e-07 -2.000e-07
 2.1760e-02  1.900e-05 -4.000e-05 -3.000e-06  4.000e-06  1.300e-05  1.000e-07  1.000e-05  1.700e-07 -3.000e-07
 3.0860e-02  2.600e-05 -5.000e-05 -3.000e-06  7.000e-06  1.600e-05  1.300e-07  1.000e-05  2.400e-07 -3.000e-07
 4.1940e-02  3.300e-05 -7.000e-05 -2.000e-06  9.000e-06  1.900e-05  1.700e-07  2.000e-05  3.200e-07 -3.000e-07
 5.5230e-02  4.100e-05 -8.000e-05 -1.000e-06  1.200e-05  2.100e-05  2.000e-07  3.000e-05  4.700e-07 -3.000e-07
 7.1080e-02  5.000e-05 -9.000e-05  1.000e-06  1.600e-05  2.200e-05  2.400e-07  3.000e-05  6.300e-07 -3.000e-07
 8.9860e-02  5.900e-05 -1.000e-04  5.000e-06  2.000e-05  2.300e-05  2.700e-07  4.000e-05  8.100e-07 -2.000e-07
 1.1200e-01  6.800e-05 -1.200e-04  1.000e-05  2.400e-05  2.300e-05  3.000e-07  5.000e-05  1.020e-06 -1.000e-07
 1.3790e-01  7.800e-05 -1.300e-04  1.700e-05  2.800e-05  2.200e-05  3.100e-07  6.000e-05  1.290e-06  1.000e-07
 1.6810e-01  8.800e-05 -1.400e-04  2.500e-05  3.200e-05  2.000e-05  3.200e-07  6.000e-05  1.590e-06  2.000e-07
 2.0310e-01  9.800e-05 -1.500e-04  3.600e-05  3.500e-05  1.700e-05  3.200e-07  7.000e-05  1.910e-06  5.000e-07
 2.4350e-01  1.080e-04 -1.600e-04  5.000e-05  3.900e-05  1.300e-05  3.000e-07  7.000e-05  2.300e-06  8.000e-07
 2.9010e-01  1.180e-04 -1.700e-04  6.600e-05  4.100e-05  8.000e-06  2.500e-07  8.000e-05  2.700e-06  1.200e-06
 3.4370e-01  1.270e-04 -1.800e-04  8.600e-05  4.300e-05  2.000e-06  2.000e-07  8.000e-05  3.150e-06  1.500e-06
 4.0500e-01  1.360e-04 -1.900e-04  1.080e-04  4.300e-05 -5.000e-06  1.200e-07  7.000e-05  3.660e-06  2.000e-06
 4.7500e-01  1.450e-04 -2.000e-04  1.340e-04  4.200e-05 -1.300e-05  2.000e-08  7.000e-05  4.210e-06  2.600e-06
 5.5480e-01  1.530e-04 -2.100e-04  1.640e-04  4.000e-05 -2.100e-05 -1.100e-07  6.000e-05  4.770e-06  3.100e-06
 6.4560e-01  1.600e-04 -2.200e-04  1.970e-04  3.600e-05 -3.100e-05 -2.600e-07  5.000e-05  5.360e-06  3.800e-06
 7.4870e-01  1.670e-04 -2.200e-04  2.350e-04  3.000e-05 -4.200e-05 -4.300e-07  3.000e-05  6.040e-06  4.500e-06
 8.6550e-01  1.730e-04 -2.300e-04  2.770e-04  2.300e-05 -5.300e-05 -6.300e-07  1.000e-05  6.750e-06  5.300e-06
 9.9760e-01  1.770e-04 -2.400e-04  3.230e-04  1.300e-05 -6.500e-05 -8.500e-07 -1.000e-05  7.440e-06  6.100e-06
 1.1470e+00  1.810e-04 -2.500e-04  3.730e-04  1.000e-06 -7.800e-05 -1.080e-06 -4.000e-05  8.210e-06  7.000e-06
 1.3150e+00  1.840e-04 -2.600e-04  4.280e-04 -1.400e-05 -9.100e-05 -1.350e-06 -8.000e-05  8.970e-06  8.000e-06
 1.5040e+00  1.860e-04 -2.600e-04  4.880e-04 -3.100e-05 -1.050e-04 -1.630e-06 -1.200e-04  9.770e-06  9.000e-06
 1.7170e+00  1.870e-04 -2.700e-04  5.520e-04 -5.000e-05 -1.190e-04 -1.940e-06 -1.600e-04  1.059e-05  1.010e-05
 1.9550e+00  1.860e-04 -2.800e-04  6.210e-04 -7.200e-05 -1.340e-04 -2.260e-06 -2.100e-04  1.142e-05  1.130e-05
 2.2220e+00  1.850e-04 -2.900e-04  6.940e-04 -9.600e-05 -1.490e-04 -2.600e-06 -2.700e-04  1.224e-05  1.250e-05
 2.5210e+00  1.820e-04 -3.000e-04  7.720e-04 -1.230e-04 -1.650e-04 -2.950e-06 -3.300e-04  1.311e-05  1.380e-05
 2.8540e+00  1.790e-04 -3.100e-04  8.550e-04 -1.530e-04 -1.810e-04 -3.310e-06 -3.900e-04  1.394e-05  1.510e-05
 3.2270e+00  1.740e-04 -3.200e-04  9.420e-04 -1.850e-04 -1.970e-04 -3.690e-06 -4.600e-04  1.479e-05  1.650e-05
