#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 1.7010e-04 -2.000e-04  4.000e-05  5.000e-05  1.000e-04 -1.300e-04 -3.000e-06  0.000e+00 -1.000e-07  1.000e-06
 3.9110e-04 -3.000e-04  9.000e-05  1.000e-04  2.000e-04 -3.000e-04 -5.000e-06  0.000e+00 -1.000e-07  3.000e-06
 6.7510e-04 -5.000e-04  1.400e-04  1.700e-04  3.000e-04 -4.900e-04 -9.000e-06  0.000e+00 -1.000e-07  4.000e-06
 1.0360e-03 -7.000e-04  2.100e-04  2.400e-04  4.000e-04 -7.000e-04 -1.300e-05 -1.000e-04 -3.000e-07  5.000e-06
 1.4920e-03 -1.000e-03  2.900e-04  3.200e-04  5.000e-04 -9.500e-04 -1.800e-05 -1.000e-04 -6.000e-07  7.000e-06
 2.0490e-03 -1.300e-03  3.700e-04  4.100e-04  7.000e-04 -1.210e-03 -2.300e-05 -1.000e-04 -8.000e-07  8.000e-06
 2.7230e-03 -1.500e-03  4.700e-04  5.100e-04  8.000e-04 -1.500e-03 -2.800e-05 -1.000e-04 -1.100e-06  1.000e-05
 3.5330e-03 -1.900e-03  5.800e-04  6.200e-04  9.000e-04 -1.810e-03 -3.300e-05 -1.000e-04 -1.500e-06  1.100e-05
 4.5000e-03 -2.200e-03  6.900e-04  7.400e-04  1.000e-03 -2.140e-03 -3.800e-05 -1.000e-04 -1.800e-06  1.300e-05
 5.6460e-03 -2.500e-03  8.200e-04  8.600e-04  1.100e-03 -2.500e-03 -4.300e-05 -2.000e-04 -2.200e-06  1.400e-05
 6.9970e-03 -2.800e-03  9.500e-04  9.800e-04  1.100e-03 -2.870e-03 -4.900e-05 -2.000e-04 -2.400e-06  1.600e-05
 8.5820e-03 -3.200e-03  1.100e-03  1.110e-03  1.200e-03 -3.260e-03 -5.300e-05 -2.000e-04 -2.700e-06  1.800e-05
 1.0430e-02 -3.500e-03  1.260e-03  1.250e-03  1.200e-03 -3.670e-03 -5.800e-05 -2.000e-04 -2.800e-06  1.900e-05
 1.2580e-02 -3.900e-03  1.420e-03  1.390e-03  1.300e-03 -4.090e-03 -6.200e-05 -2.000e-04 -2.700e-06  2.000e-05
 1.5060e-02 -4.300e-03  1.600e-03  1.530e-03  1.300e-03 -4.530e-03 -6.500e-05 -2.000e-04 -2.400e-06  2.200e-05
 1.7900e-02 -4.600e-03  1.780e-03  1.660e-03  1.300e-03 -4.980e-03 -6.800e-05 -2.000e-04 -1.900e-06  2.300e-05
 2.1160e-02 -5.000e-03  1.970e-03  1.800e-03  1.400e-03 -5.450e-03 -7.000e-05 -1.000e-04 -1.100e-06  2.500e-05
 2.4860e-02 -5.400e-03  2.170e-03  1.940e-03  1.400e-03 -5.930e-03 -7.100e-05 -1.000e-04 -1.000e-07  2.600e-05
 2.9070e-02 -5.800e-03  2.380e-03  2.070e-03  1.400e-03 -6.410e-03 -7.100e-05 -1.000e-04  1.300e-06  2.800e-05
 3.3840e-02 -6.100e-03  2.600e-03  2.200e-03  1.400e-03 -6.910e-03 -7.100e-05  0.000e+00  3.200e-06  2.900e-05
 3.9220e-02 -6.500e-03  2.820e-03  2.330e-03  1.500e-03 -7.420e-03 -7.000e-05  1.000e-04  5.400e-06  3.200e-05
 4.5300e-02 -6.900e-03  3.050e-03  2.450e-03  1.500e-03 -7.930e-03 -6.800e-05  2.000e-04  8.000e-06  3.400e-05
