#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 1.7010e-04 -7.000e-05  4.000e-06  5.000e-06  1.000e-04 -4.000e-06  2.000e-07  0.000e+00 -6.000e-08  1.000e-06
 3.9110e-04 -1.600e-04  9.000e-06  1.100e-05  2.100e-04 -8.000e-06  3.000e-07 -1.000e-05 -1.100e-07  2.100e-06
 6.7510e-04 -2.700e-04  1.500e-05  1.800e-05  3.500e-04 -1.200e-05  5.000e-07 -2.000e-05 -1.900e-07  3.500e-06
 1.0360e-03 -3.800e-04  2.100e-05  2.700e-05  5.100e-04 -1.500e-05  7.000e-07 -3.000e-05 -2.800e-07  5.200e-06
 1.4920e-03 -5.200e-04  2.900e-05  3.900e-05  6.800e-04 -1.700e-05  9.000e-07 -4.000e-05 -4.100e-07  7.100e-06
 2.0490e-03 -6.600e-04  3.700e-05  5.300e-05  8.700e-04 -1.900e-05  1.100e-06 -5.000e-05 -5.600e-07  9.200e-06
 2.7230e-03 -8.100e-04  4.600e-05  6.900e-05  1.080e-03 -1.900e-05  1.200e-06 -6.000e-05 -7.500e-07  1.130e-05
 3.5330e-03 -9.800e-04  5.500e-05  8.700e-05  1.290e-03 -1.700e-05  1.400e-06 -8.000e-05 -9.300e-07  1.370e-05
 4.5000e-03 -1.150e-03  6.500e-05  1.090e-04  1.520e-03 -1.400e-05  1.600e-06 -1.000e-04 -1.150e-06  1.620e-05
 5.6460e-03 -1.330e-03  7.500e-05  1.330e-04  1.760e-03 -8.000e-06  1.700e-06 -1.200e-04 -1.420e-06  1.890e-05
 6.9970e-03 -1.520e-03  8.500e-05  1.610e-04  2.010e-03  0.000e+00  1.700e-06 -1.400e-04 -1.720e-06  2.180e-05
 8.5820e-03 -1.710e-03  9.500e-05  1.930e-04  2.270e-03  1.100e-05  1.800e-06 -1.700e-04 -2.060e-06  2.500e-05
 1.0430e-02 -1.910e-03  1.050e-04  2.280e-04  2.540e-03  2.400e-05  1.700e-06 -1.900e-04 -2.470e-06  2.820e-05
 1.2580e-02 -2.120e-03  1.150e-04  2.680e-04  2.810e-03  4.100e-05  1.700e-06 -2.300e-04 -2.900e-06  3.170e-05
 1.5060e-02 -2.330e-03  1.250e-04  3.110e-04  3.090e-03  6.000e-05  1.400e-06 -2.600e-04 -3.390e-06  3.530e-05
 1.7900e-02 -2.550e-03  1.330e-04  3.590e-04  3.380e-03  8.300e-05  1.200e-06 -3.000e-04 -3.930e-06  3.880e-05
 2.1160e-02 -2.770e-03  1.410e-04  4.110e-04  3.670e-03  1.100e-04  1.000e-06 -3.400e-04 -4.520e-06  4.270e-05
 2.4860e-02 -2.990e-03  1.480e-04  4.680e-04  3.970e-03  1.400e-04  6.000e-07 -3.900e-04 -5.170e-06  4.660e-05
 2.9070e-02 -3.220e-03  1.540e-04  5.290e-04  4.270e-03  1.740e-04  1.000e-07 -4.400e-04 -5.890e-06  5.080e-05
 3.3840e-02 -3.450e-03  1.580e-04  5.960e-04  4.580e-03  2.110e-04 -6.000e-07 -4.980e-04 -6.680e-06  5.500e-05
 3.9220e-02 -3.680e-03  1.620e-04  6.680e-04  4.890e-03  2.520e-04 -1.300e-06 -5.600e-04 -7.530e-06  5.930e-05
 4.5300e-02 -3.920e-03  1.640e-04  7.460e-04  5.200e-03  2.960e-04 -2.100e-06 -6.280e-04 -8.480e-06  6.380e-05
 5.2130e-02 -4.160e-03  1.640e-04  8.290e-04  5.520e-03  3.450e-04 -3.000e-06 -7.030e-04 -9.490e-06  6.840e-05
 5.9800e-02 -4.410e-03  1.630e-04  9.190e-04  5.840e-03  3.960e-04 -4.100e-06 -7.830e-04 -1.062e-05  7.310e-05
 6.8400e-02 -4.660e-03  1.600e-04  1.015e-03  6.160e-03  4.520e-04 -5.400e-06 -8.710e-04 -1.183e-05  7.780e-05
 7.8030e-02 -4.910e-03  1.560e-04  1.117e-03  6.490e-03  5.110e-04 -6.800e-06 -9.660e-04 -1.313e-05  8.290e-05
 8.8790e-02 -5.170e-03  1.500e-04  1.226e-03  6.820e-03  5.730e-04 -8.400e-06 -1.069e-03 -1.453e-05  8.810e-05
 1.0080e-01 -5.430e-03  1.420e-04  1.341e-03  7.150e-03  6.370e-04 -1.010e-05 -1.180e-03 -1.604e-05  9.330e-05
 1.1410e-01 -5.690e-03  1.330e-04  1.464e-03  7.480e-03  7.050e-04 -1.210e-05 -1.299e-03 -1.766e-05  9.860e-05
 1.2900e-01 -5.960e-03  1.220e-04  1.594e-03  7.810e-03  7.750e-04 -1.430e-05 -1.427e-03 -1.941e-05  1.041e-04
 1.4540e-01 -6.230e-03  1.100e-04  1.731e-03  8.140e-03  8.470e-04 -1.680e-05 -1.564e-03 -2.128e-05  1.095e-04
 1.6360e-01 -6.510e-03  9.700e-05  1.875e-03  8.470e-03  9.210e-04 -1.960e-05 -1.709e-03 -2.324e-05  1.151e-04
 1.8370e-01 -6.790e-03  8.200e-05  2.026e-03  8.800e-03  9.960e-04 -2.240e-05 -1.864e-03 -2.532e-05  1.208e-04
 2.0590e-01 -7.080e-03  6.600e-05  2.185e-03  9.130e-03  1.073e-03 -2.550e-05 -2.029e-03 -2.752e-05  1.266e-04
 2.3040e-01 -7.360e-03  4.900e-05  2.352e-03  9.460e-03  1.150e-03 -2.880e-05 -2.203e-03 -2.984e-05  1.324e-04
 2.5740e-01 -7.660e-03  3.100e-05  2.526e-03  9.780e-03  1.227e-03 -3.230e-05 -2.387e-03 -3.230e-05  1.383e-04
 2.8720e-01 -7.950e-03  1.300e-05  2.708e-03  1.010e-02  1.304e-03 -3.600e-05 -2.581e-03 -3.486e-05  1.442e-04
 3.1990e-01 -8.260e-03 -7.000e-06  2.897e-03  1.041e-02  1.380e-03 -3.990e-05 -2.785e-03 -3.752e-05  1.502e-04
 3.5580e-01 -8.560e-03 -2.600e-05  3.094e-03  1.071e-02  1.456e-03 -4.400e-05 -3.000e-03 -4.030e-05  1.561e-04
 3.9530e-01 -8.870e-03 -4.600e-05  3.299e-03  1.102e-02  1.530e-03 -4.830e-05 -3.224e-03 -4.321e-05  1.620e-04
 4.3850e-01 -9.180e-03 -6.600e-05  3.511e-03  1.131e-02  1.602e-03 -5.270e-05 -3.458e-03 -4.611e-05  1.679e-04
 4.8590e-01 -9.500e-03 -8.600e-05  3.731e-03  1.160e-02  1.672e-03 -5.720e-05 -3.702e-03 -4.921e-05  1.737e-04
 5.3770e-01 -9.820e-03 -1.060e-04  3.957e-03  1.188e-02  1.739e-03 -6.200e-05 -3.955e-03 -5.231e-05  1.797e-04
 5.9420e-01 -1.014e-02 -1.260e-04  4.190e-03  1.214e-02  1.803e-03 -6.700e-05 -4.217e-03 -5.551e-05  1.856e-04
 6.5580e-01 -1.047e-02 -1.450e-04  4.429e-03  1.241e-02  1.863e-03 -7.210e-05 -4.487e-03 -5.871e-05  1.914e-04
 7.2290e-01 -1.080e-02 -1.630e-04  4.675e-03  1.266e-02  1.919e-03 -7.730e-05 -4.764e-03 -6.191e-05  1.971e-04
 7.9590e-01 -1.113e-02 -1.800e-04  4.926e-03  1.290e-02  1.972e-03 -8.240e-05 -5.049e-03 -6.511e-05  2.028e-04
 8.7520e-01 -1.146e-02 -1.960e-04  5.183e-03  1.313e-02  2.020e-03 -8.770e-05 -5.341e-03 -6.841e-05  2.084e-04
 9.6140e-01 -1.180e-02 -2.120e-04  5.445e-03  1.335e-02  2.063e-03 -9.300e-05 -5.639e-03 -7.171e-05  2.140e-04
 1.0550e+00 -1.214e-02 -2.250e-04  5.711e-03  1.356e-02  2.102e-03 -9.830e-05 -5.943e-03 -7.491e-05  2.194e-04
 1.1560e+00 -1.247e-02 -2.380e-04  5.982e-03  1.376e-02  2.136e-03 -1.035e-04 -6.251e-03 -7.811e-05  2.249e-04
