#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 5.5560e-02 -1.500e-04 -3.930e-04 -6.070e-04 -2.000e-05  6.000e-05 -7.000e-07  1.100e-04 -1.140e-05 -1.760e-05
 1.1110e-01 -2.700e-04 -7.590e-04 -1.164e-03 -3.100e-05  1.300e-04 -1.100e-06  1.800e-04 -2.210e-05 -3.390e-05
 1.6670e-01 -3.800e-04 -1.099e-03 -1.678e-03 -3.400e-05  2.000e-04 -1.400e-06  2.200e-04 -3.230e-05 -4.910e-05
 2.2220e-01 -4.800e-04 -1.417e-03 -2.153e-03 -3.100e-05  2.700e-04 -1.500e-06  2.500e-04 -4.190e-05 -6.330e-05
 2.7780e-01 -5.600e-04 -1.716e-03 -2.593e-03 -2.300e-05  3.500e-04 -1.600e-06  2.500e-04 -5.100e-05 -7.670e-05
 3.3330e-01 -6.300e-04 -1.996e-03 -3.002e-03 -9.000e-06  4.200e-04 -1.700e-06  2.300e-04 -5.960e-05 -8.920e-05
 3.8890e-01 -6.900e-04 -2.261e-03 -3.385e-03  9.000e-06  5.000e-04 -1.700e-06  2.000e-04 -6.780e-05 -1.010e-04
 4.4440e-01 -7.500e-04 -2.511e-03 -3.745e-03  3.100e-05  5.700e-04 -1.600e-06  1.600e-04 -7.560e-05 -1.120e-04
 5.0000e-01 -8.000e-04 -2.747e-03 -4.075e-03  5.600e-05  6.500e-04 -1.500e-06  1.100e-04 -8.300e-05 -1.224e-04
 5.5560e-01 -8.400e-04 -2.972e-03 -4.385e-03  8.400e-05  7.200e-04 -1.400e-06  5.000e-05 -9.000e-05 -1.323e-04
 6.1110e-01 -8.800e-04 -3.185e-03 -4.685e-03  1.150e-04  8.000e-04 -1.300e-06 -1.000e-05 -9.670e-05 -1.417e-04
