#         t         u1         u2         u3        s11        s12        s13        s22        s23        s33
 0.0000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 1.8430e-04 -5.000e-05  7.000e-06  2.000e-05  1.000e-05 -1.000e-05 -2.000e-07 -2.000e-05 -5.000e-08  3.000e-07
 4.2440e-04 -1.000e-04  1.700e-05  4.000e-05  2.000e-05 -2.200e-05 -5.000e-07 -4.000e-05 -1.200e-07  6.000e-07
 7.3390e-04 -1.700e-04  2.800e-05  6.000e-05  3.000e-05 -3.500e-05 -8.000e-07 -6.000e-05 -2.200e-07  1.100e-06
 1.1210e-03 -2.300e-04  4.100e-05  8.000e-05  4.000e-05 -5.100e-05 -1.200e-06 -8.000e-05 -3.100e-07  1.500e-06
 1.5990e-03 -3.100e-04  5.700e-05  1.000e-04  4.000e-05 -6.900e-05 -1.600e-06 -1.000e-04 -4.200e-07  1.800e-06
 2.1830e-03 -3.900e-04  7.400e-05  1.300e-04  4.000e-05 -8.900e-05 -2.000e-06 -1.300e-04 -5.400e-07  2.200e-06
 2.8920e-03 -4.700e-04  9.300e-05  1.600e-04  3.000e-05 -1.110e-04 -2.400e-06 -1.600e-04 -6.800e-07  2.500e-06
 3.7420e-03 -5.600e-04  1.140e-04  1.900e-04  2.000e-05 -1.350e-04 -2.800e-06 -1.900e-04 -8.200e-07  2.800e-06
 4.7530e-03 -6.500e-04  1.370e-04  2.200e-04  1.000e-05 -1.620e-04 -3.200e-06 -2.300e-04 -9.700e-07  3.100e-06
 5.9490e-03 -7.400e-04  1.630e-04  2.600e-04 -1.000e-05 -1.910e-04 -3.500e-06 -2.600e-04 -1.130e-06  3.500e-06
 7.3580e-03 -8.400e-04  1.900e-04  2.900e-04 -4.000e-05 -2.230e-04 -3.800e-06 -3.000e-04 -1.270e-06  3.800e-06
 9.0110e-03 -9.400e-04  2.200e-04  3.300e-04 -7.000e-05 -2.580e-04 -3.900e-06 -3.400e-04 -1.380e-06  3.900e-06
 1.0940e-02 -1.040e-03  2.520e-04  3.600e-04 -1.100e-04 -2.950e-04 -4.000e-06 -3.800e-04 -1.470e-06  4.100e-06
 1.3170e-02 -1.140e-03  2.870e-04  3.900e-04 -1.400e-04 -3.350e-04 -4.100e-06 -4.200e-04 -1.530e-06  4.300e-06
 1.5760e-02 -1.240e-03  3.230e-04  4.260e-04 -1.900e-04 -3.770e-04 -4.000e-06 -4.600e-04 -1.570e-06  4.400e-06
 1.8740e-02 -1.350e-03  3.630e-04  4.570e-04 -2.300e-04 -4.220e-04 -3.800e-06 -5.000e-04 -1.530e-06  4.400e-06
 2.2180e-02 -1.450e-03  4.040e-04  4.860e-04 -2.700e-04 -4.690e-04 -3.300e-06 -5.300e-04 -1.450e-06  4.500e-06
 2.6120e-02 -1.560e-03  4.480e-04  5.120e-04 -3.200e-04 -5.190e-04 -2.800e-06 -5.700e-04 -1.300e-06  4.300e-06
 3.0640e-02 -1.660e-03  4.950e-04  5.350e-04 -3.700e-04 -5.700e-04 -2.000e-06 -6.000e-04 -1.070e-06  4.000e-06
 3.5790e-02 -1.770e-03  5.440e-04  5.540e-04 -4.100e-04 -6.240e-04 -1.100e-06 -6.200e-04 -7.600e-07  3.800e-06
 4.1670e-02 -1.870e-03  5.950e-04  5.680e-04 -4.500e-04 -6.790e-04  0.000e+00 -6.400e-04 -3.700e-07  3.500e-06
 4.8340e-02 -1.980e-03  6.490e-04  5.770e-04 -4.900e-04 -7.350e-04  1.200e-06 -6.500e-04  7.000e-08  3.200e-06
 5.5910e-02 -2.090e-03  7.060e-04  5.800e-04 -5.200e-04 -7.930e-04  2.500e-06 -6.600e-04  6.100e-07  2.800e-06
 6.4470e-02 -2.200e-03  7.640e-04  5.770e-04 -5.500e-04 -8.510e-04  3.900e-06 -6.600e-04  1.230e-06  2.400e-06
 7.4130e-02 -2.300e-03  8.250e-04  5.680e-04 -5.700e-04 -9.100e-04  5.500e-06 -6.500e-04  1.940e-06  2.100e-06
 8.5010e-02 -2.410e-03  8.880e-04  5.510e-04 -5.800e-04 -9.690e-04  7.300e-06 -6.400e-04  2.700e-06  1.500e-06
 9.7250e-02 -2.520e-03  9.520e-04  5.270e-04 -5.900e-04 -1.028e-03  9.100e-06 -6.100e-04  3.540e-06  9.000e-07
 1.1100e-01 -2.620e-03  1.019e-03  4.950e-04 -5.900e-04 -1.086e-03  1.110e-05 -5.800e-04  4.450e-06  3.000e-07
 1.2640e-01 -2.730e-03  1.087e-03  4.560e-04 -5.800e-04 -1.145e-03  1.310e-05 -5.300e-04  5.410e-06 -2.000e-07
 1.4360e-01 -2.830e-03  1.156e-03  4.100e-04 -5.600e-04 -1.202e-03  1.520e-05 -4.800e-04  6.430e-06 -1.000e-06
 1.6280e-01 -2.940e-03  1.228e-03  3.500e-04 -5.400e-04 -1.259e-03  1.740e-05 -4.100e-04  7.520e-06 -1.600e-06
 1.8420e-01 -3.040e-03  1.300e-03  2.900e-04 -5.100e-04 -1.314e-03  1.950e-05 -3.400e-04  8.640e-06 -2.500e-06
 2.0810e-01 -3.150e-03  1.373e-03  2.100e-04 -4.700e-04 -1.369e-03  2.180e-05 -2.500e-04  9.760e-06 -3.400e-06
 2.3470e-01 -3.250e-03  1.448e-03  1.300e-04 -4.300e-04 -1.422e-03  2.400e-05 -1.600e-04  1.095e-05 -4.400e-06
 2.6410e-01 -3.360e-03  1.523e-03  4.000e-05 -3.700e-04 -1.474e-03  2.620e-05 -5.000e-05  1.213e-05 -5.400e-06
 2.9690e-01 -3.460e-03  1.600e-03 -6.000e-05 -3.100e-04 -1.525e-03  2.860e-05  6.000e-05  1.334e-05 -6.600e-06
 3.3310e-01 -3.560e-03  1.677e-03 -1.700e-04 -2.500e-04 -1.574e-03  3.090e-05  1.900e-04  1.458e-05 -7.900e-06
 3.7330e-01 -3.660e-03  1.754e-03 -2.900e-04 -1.800e-04 -1.621e-03  3.320e-05  3.200e-04  1.584e-05 -9.100e-06
 4.1770e-01 -3.760e-03  1.832e-03 -4.100e-04 -1.000e-04 -1.668e-03  3.550e-05  4.700e-04  1.707e-05 -1.060e-05
 4.6670e-01 -3.860e-03  1.911e-03 -5.500e-04 -1.000e-05 -1.712e-03  3.780e-05  6.200e-04  1.830e-05 -1.210e-05
 5.2080e-01 -3.960e-03  1.990e-03 -6.900e-04  7.000e-05 -1.755e-03  4.020e-05  7.800e-04  1.954e-05 -1.360e-05
 5.8030e-01 -4.050e-03  2.068e-03 -8.400e-04  1.700e-04 -1.797e-03  4.250e-05  9.500e-04  2.082e-05 -1.540e-05
 6.4560e-01 -4.150e-03  2.147e-03 -1.000e-03  2.600e-04 -1.837e-03  4.470e-05  1.130e-03  2.205e-05 -1.720e-05
 7.1710e-01 -4.240e-03  2.226e-03 -1.160e-03  3.600e-04 -1.875e-03  4.700e-05  1.320e-03  2.329e-05 -1.900e-05
 7.9550e-01 -4.330e-03  2.304e-03 -1.340e-03  4.600e-04 -1.912e-03  4.910e-05  1.510e-03  2.452e-05 -2.110e-05
 8.8130e-01 -4.420e-03  2.382e-03 -1.520e-03  5.700e-04 -1.947e-03  5.130e-05  1.710e-03  2.571e-05 -2.310e-05
 9.7500e-01 -4.510e-03  2.460e-03 -1.700e-03  6.800e-04 -1.981e-03  5.350e-05  1.920e-03  2.692e-05 -2.540e-05
 1.0770e+00 -4.590e-03  2.537e-03 -1.890e-03  7.900e-04 -2.013e-03  5.570e-05  2.130e-03  2.811e-05 -2.770e-05
 1.1890e+00 -4.680e-03  2.614e-03 -2.090e-03  9.000e-04 -2.044e-03  5.790e-05  2.350e-03  2.929e-05 -3.010e-05
 1.3110e+00 -4.760e-03  2.690e-03 -2.300e-03  1.010e-03 -2.074e-03  6.000e-05  2.570e-03  3.046e-05 -3.270e-05
 1.4430e+00 -4.840e-03  2.766e-03 -2.510e-03  1.130e-03 -2.102e-03  6.210e-05  2.810e-03  3.162e-05 -3.550e-05
 1.5870e+00 -4.910e-03  2.842e-03 -2.730e-03  1.240e-03 -2.129e-03  6.410e-05  3.040e-03  3.274e-05 -3.830e-05
 1.7430e+00 -4.990e-03  2.917e-03 -2.950e-03  1.360e-03 -2.154e-03  6.620e-05  3.280e-03  3.383e-05 -4.110e-05
 1.9130e+00 -5.060e-03  2.991e-03 -3.180e-03  1.480e-03 -2.179e-03  6.810e-05  3.530e-03  3.493e-05 -4.420e-05
 2.0970e+00 -5.130e-03  3.065e-03 -3.410e-03  1.600e-03 -2.202e-03  7.000e-05  3.780e-03  3.598e-05 -4.720e-05
 2.2960e+00 -5.200e-03  3.138e-03 -3.650e-03  1.720e-03 -2.224e-03  7.200e-05  4.030e-03  3.702e-05 -5.050e-05
 2.5100e+00 -5.260e-03  3.210e-03 -3.890e-03  1.850e-03 -2.245e-03  7.400e-05  4.290e-03  3.807e-05 -5.380e-05
 2.7410e+00 -5.320e-03  3.281e-03 -4.140e-03  1.970e-03 -2.264e-03  7.590e-05  4.540e-03  3.907e-05 -5.710e-05
 2.9890e+00 -5.380e-03  3.351e-03 -4.380e-03  2.090e-03 -2.282e-03  7.770e-05  4.800e-03  4.005e-05 -6.050e-05
 3.2550e+00 -5.440e-03  3.420e-03 -4.640e-03  2.210e-03 -2.299e-03  7.960e-05  5.070e-03  4.103e-05 -6.390e-05
