# nb. dgammadot0 x1 x2 x3 length width thickness strike dip
330 0.4 120 -20 10 20 14.0103 20 0 90
331 0.4 120 0 10 20 14.3535 20 0 90
332 0.4 120 20 10 20 14.5331 20 0 90
333 0.4 120 40 10 20 14.6188 20 0 90
334 0.4 120 60 10 20 14.6439 20 0 90
335 0.4 120 80 10 20 14.8098 20 0 90
336 0.4 120 100 10 20 15.4991 20 0 90
337 0.4 120 120 10 20 16.6223 20 0 90
338 0.4 120 140 10 20 17.5842 20 0 90
339 0.4 120 160 10 20 18.0439 20 0 90
340 0.4 120 180 10 20 18.1136 20 0 90
341 0.4 140 -200 10 20 18.7251 20 0 90
342 0.4 140 -180 10 20 21.3673 20 0 90
343 0.4 140 -160 10 20 22.7189 20 0 90
344 0.4 140 -140 10 20 23.0648 20 0 90
345 0.4 140 -120 10 20 22.3429 20 0 90
346 0.4 140 -100 10 20 20.5518 20 0 90
347 0.4 140 -80 10 20 18.2749 20 0 90
348 0.4 140 -60 10 20 16.3678 20 0 90
349 0.4 140 -40 10 20 15.4197 20 0 90
350 0.4 140 -20 10 20 15.3949 20 0 90
351 0.4 140 0 10 20 15.6616 20 0 90
352 0.4 140 20 10 20 15.7945 20 0 90
353 0.4 140 40 10 20 15.855 20 0 90
354 0.4 140 60 10 20 15.7801 20 0 90
355 0.4 140 80 10 20 15.8023 20 0 90
356 0.4 140 100 10 20 16.2751 20 0 90
357 0.4 140 120 10 20 17.1796 20 0 90
358 0.4 140 140 10 20 18.0419 20 0 90
359 0.4 140 160 10 20 18.516 20 0 90
360 0.4 140 180 10 20 18.5962 20 0 90
361 0.4 160 -200 10 20 19.6792 20 0 90
362 0.4 160 -180 10 20 22.1202 20 0 90
363 0.4 160 -160 10 20 24.1466 20 0 90
364 0.4 160 -140 10 20 24.8839 20 0 90
365 0.4 160 -120 10 20 23.9566 20 0 90
366 0.4 160 -100 10 20 21.8586 20 0 90
367 0.4 160 -80 10 20 19.4819 20 0 90
368 0.4 160 -60 10 20 17.6509 20 0 90
369 0.4 160 -40 10 20 16.7805 20 0 90
370 0.4 160 -20 10 20 16.6725 20 0 90
371 0.4 160 0 10 20 16.7559 20 0 90
372 0.4 160 20 10 20 16.8242 20 0 90
373 0.4 160 40 10 20 16.8386 20 0 90
374 0.4 160 60 10 20 16.7134 20 0 90
375 0.4 160 80 10 20 16.6045 20 0 90
376 0.4 160 100 10 20 16.821 20 0 90
377 0.4 160 120 10 20 17.4178 20 0 90
378 0.4 160 140 10 20 18.0633 20 0 90
379 0.4 160 160 10 20 18.4611 20 0 90
380 0.4 160 180 10 20 18.56 20 0 90
381 0.4 180 -200 10 20 22.5235 20 0 90
382 0.4 180 -180 10 20 24.3074 20 0 90
383 0.4 180 -160 10 20 26.3113 20 0 90
384 0.4 180 -140 10 20 26.6743 20 0 90
385 0.4 180 -120 10 20 24.9541 20 0 90
386 0.4 180 -100 10 20 22.1723 20 0 90
387 0.4 180 -80 10 20 19.3219 20 0 90
388 0.4 180 -60 10 20 17.5024 20 0 90
389 0.4 180 -40 10 20 16.8148 20 0 90
390 0.4 180 -20 10 20 16.8571 20 0 90
391 0.4 180 0 10 20 17.0153 20 0 90
392 0.4 180 20 10 20 17.1223 20 0 90
393 0.4 180 40 10 20 17.182 20 0 90
394 0.4 180 60 10 20 17.1299 20 0 90
395 0.4 180 80 10 20 17.053 20 0 90
396 0.4 180 100 10 20 17.1538 20 0 90
397 0.4 180 120 10 20 17.4617 20 0 90
398 0.4 180 140 10 20 17.8283 20 0 90
399 0.4 180 160 10 20 18.0928 20 0 90
400 0.4 180 180 10 20 18.1983 20 0 90
